token,tsne_2_component_1,tsne_2_component_2,word_count
bullschitt,-28.519121,-8.792513,3
ofgk,16.12164,-10.32281,3
utsp,16.110027,-10.336943,3
trumpcult,-43.207268,-18.203573,3
stol,3.3946152,-18.448608,3
shaming,2.9479806,-18.853018,3
tressican,-47.61052,-41.584137,3
shakira,18.575909,12.038332,3
racerxjax,-4.21952,4.4912124,3
inches,-47.473343,-39.536205,3
verrrrrry,-1.3257997,-13.397663,3
cathoffman,-22.747244,0.5020385,3
acknowledgment,-47.14387,-43.452274,3
puujfj,-13.76968,0.24211812,3
gojoe_joe,-2.8651533,-6.506531,3
tlbadevs,-47.553764,-41.600086,3
basket,-52.74764,-38.96826,3
dreaming,-63.09093,-27.297626,3
metairie,-32.922867,-37.457138,3
dunks,-55.06889,-49.679962,3
justifica,-33.76173,-28.499012,3
athenasalman,37.928684,-12.602304,3
indivisibl,-30.150238,-13.439022,3
dispiriting,-48.604687,0.68088716,3
revolving,-2.5903919,-30.214083,3
electra,-51.53977,-31.394958,3
gregmusselwhit,-44.56313,-31.640404,3
skewers,-3.3025286,3.291352,3
superfan,-2.5255632,5.7571216,3
ecstatic,-22.025082,-6.9449286,3
mide,16.795284,1.2099938,3
willful,14.55774,1.5843557,3
lywcbvsuf,44.99051,-15.371359,3
backsies,-50.723824,5.742118,3
stillnanageddon,-13.210297,-9.119396,3
unintentionally,-67.1512,-21.083136,3
constitute,-36.97138,29.393959,3
sarahemclaugh,-6.365514,-0.29946706,3
epk,10.761262,12.992811,3
tas,-64.15146,-26.778446,3
dlehrer,-6.673064,-31.176205,3
uwdqae,-8.999739,-40.306633,3
esk,-27.765871,-4.1071978,3
godmademe_,-23.897835,-27.65824,3
surp,-4.1437078,-22.87428,3
seduce,-14.639315,10.179393,3
zcv,15.900023,-13.634641,3
recognizable,-74.215935,-26.110378,3
usdoj,-27.579805,-28.22137,3
removetr,0.90475774,-4.8622336,3
nzckc,15.926215,-13.641156,3
cuban,-40.55621,-12.655542,3
mvur,-38.197758,-3.607186,3
fwuitbxpag,-31.35853,-8.5232,3
nunez,-22.77989,-11.734015,3
paragon,-53.261925,-21.789,3
defrauding,-22.118614,-19.836807,3
dais,24.569937,-27.599272,3
dumbly,-14.840457,-40.544216,3
grandlake,36.79138,-12.249879,3
lqq,-24.113327,6.690973,3
git,-26.339653,-19.832022,3
terminated,-23.745039,-45.633156,3
silenc,-27.242054,-15.392102,3
basics,-67.90526,-21.668308,3
refere,-35.275978,-18.52482,3
reilly,4.1579466,2.1799734,3
koolkaryn,-30.435404,-20.151457,3
voiceofobrien,-38.74154,12.079818,3
decree,11.827171,-2.9179862,3
clb,9.040057,8.921114,3
ellie_bufkin,-29.242975,14.431686,3
lzjtiqld,-13.202427,14.1415,3
ericschultz,5.1698728,-7.424601,3
tendency,-29.866201,-37.900864,3
fakerepublican,-3.1676927,7.5077624,3
wfnhv,-39.425457,-32.167957,3
barryberke,-26.007202,-21.821129,3
forensics,-50.407078,-5.894231,3
xig,-9.638302,22.17975,3
quarters,-38.828056,-9.668125,3
hume,19.107628,0.6079379,3
fallacy,-29.415182,-19.348146,3
tireless,-2.8597057,-18.395298,3
llnds,-19.49074,3.2121172,3
crowing,7.171322,-43.208084,3
poked,10.981398,-32.09698,3
honeybadger,-20.884773,0.9086193,3
cwctgoymtf,-19.779264,-24.740076,3
raysteelertv,-36.29076,-37.977283,3
hoop,-10.460381,-28.964293,3
darkmoneydt,-0.5838299,-4.959205,3
uvkvtr,-50.87049,-32.146526,3
shrugged,-57.47459,-35.76185,3
megynkelly,-59.717785,-21.548313,3
seoul,-35.35188,-34.252235,3
zv,-3.3918612,-10.108532,3
treatments,19.260105,7.308993,3
palestine,10.329689,-2.557946,3
ivuc,-44.353428,10.98342,3
padded,-24.795326,-15.187494,3
qav,-7.252768,10.053538,3
xgfdre,-10.586518,-60.564873,3
drips,-33.796413,-46.59811,3
aeea,-7.2913013,10.041817,3
badseedbook,-23.887785,-11.647661,3
kanew,14.761509,2.4527776,3
jfp,-10.587419,-60.566296,3
cudgel,-21.001984,-14.313618,3
shoreli,17.326372,-17.124624,3
eggnog,-14.365118,-41.990047,3
sabo,-16.571508,-6.1718464,3
vnwt,7.1120253,15.078327,3
willin,-3.5386019,7.826858,3
mrtuh,7.0496693,15.004639,3
foresight,8.869189,-9.700748,3
repmarcykaptur,-53.743942,-23.440353,3
bab_tinkerbell,-31.6422,-54.066467,3
conor_tripler,-24.318602,2.640573,3
kasich,-42.381237,24.99031,3
adcdx,-31.89464,13.773805,3
bcxh,-31.89943,13.774085,3
theyadam,-25.49992,8.774302,3
rots,-26.064096,-4.3110766,3
balloting,-67.65496,-37.872414,3
hinting,-53.7655,-8.469937,3
pbwbd,7.01212,15.034994,3
tarasubramaniam,17.573736,-24.374315,3
gvbmglvblh,-38.2217,-27.485971,3
broadside,-12.429004,-20.765888,3
rdp,-52.722015,-10.838989,3
voteherout,-46.245876,0.23067269,3
chesleydohl,-13.414007,-2.0447752,3
gabbygiffords,19.691513,-27.951778,3
agre,-47.227493,-30.742863,3
repmaxrose,-19.82057,-5.609951,3
gleeful,-28.777418,-49.007797,3
reduction,9.54177,-15.978515,3
sweetheart,-47.53846,-20.419186,3
mufirte,-21.799389,-13.849802,3
joeybaboots,-26.95941,-5.9891634,3
hmz,-21.312479,-26.115948,3
relates,-15.791306,-3.8809743,3
conquer,8.527184,-16.417349,3
destabilized,-42.907764,24.697731,3
tomscocca,-15.611249,-22.429356,3
retail,-30.121143,-2.2465267,3
toiz,25.259794,21.020897,3
hvydg,25.283363,21.02939,3
texastweetybird,-3.4381077,12.826255,3
miles_commodore,-19.776001,-20.483984,3
bresisting,-41.802517,-46.899643,3
staten,-59.254494,-38.47742,3
introdu,-31.636309,-50.36588,3
inactive,-5.3673263,-7.230002,3
vjoxuav,-23.555296,-6.993413,3
paulsam,-44.17486,-15.16497,3
expansive,-8.926644,-12.9718685,3
cleans,-34.798344,-56.802418,3
chronic,15.843304,-16.336102,3
irmabel,-41.2572,-30.470472,3
aquittedforev,10.481705,4.7300825,3
powerglobalus,-17.967915,-25.439909,3
sharletabasset,-17.218071,-22.745167,3
andrear,16.661028,11.949525,3
abbott,10.707645,1.1380965,3
jackmjenkins,-2.9230397,-32.49229,3
foreshadowed,-39.072784,-23.254187,3
marsha_vivinate,-62.39858,-23.207905,3
lina,3.5126,-22.39524,3
cassandra,3.5362103,-22.371702,3
whoopigoldberg,-12.327066,-8.818858,3
joyvbehar,-13.064459,8.524031,3
thrill,-17.822762,-38.05953,3
servicemen,-35.62145,-36.333878,3
conflate,-61.93791,-34.772476,3
interim,-50.61696,-38.562134,3
hvpnw,-42.43418,-32.359993,3
gregyack,-0.11554483,-14.238652,3
acct,-53.596825,-24.095945,3
johntitor,-28.474804,-33.46119,3
hufvxgiwjo,-45.816284,-11.9042,3
brok,-40.303673,-14.151507,3
wblxdfgw,-1.2543522,0.36905137,3
scold,4.9914675,-12.903568,3
ggcgtxikkr,7.595801,1.2923493,3
debra,3.2064345,-3.9055214,3
straighten,-11.818184,-44.326656,3
sydneymarie_,-68.51654,-24.772663,3
kickstart,-40.562374,-22.862024,3
lamenting,-56.477722,-11.597592,3
farmer,-21.687218,-17.41293,3
competence,14.047208,7.7268734,3
terrify,-19.564451,6.9324536,3
illnes,5.176284,-28.797142,3
lightweights,-23.221928,-13.452395,3
centuries,-6.8561883,7.1697206,3
redhatchristy,-29.865625,-7.95973,3
monicaonairtalk,0.661724,0.09857449,3
emboldens,-47.327854,-34.635017,3
ifvxmmii,-40.123924,-25.809467,3
errands,-10.557361,-41.99356,3
howdy,-3.5461724,-11.861699,3
especial,-8.1355295,-34.3453,3
whaaa,-66.11498,-3.733673,3
normative,-66.115555,-3.736217,3
rye,-29.862696,-14.140982,3
neverdotard,-9.868436,-4.942523,3
natebuckwell,-60.101826,-51.49386,3
cadetbonespurs,-45.875908,-15.81607,3
triple,-1.1079587,-1.590598,3
king_danyul,-29.18328,-7.045598,3
ftr,-9.768883,6.5600014,3
nativist,28.774042,0.52112347,3
arithmetic,-9.222947,-6.160997,3
rephrase,-33.676323,-18.25667,3
vux,-5.646771,9.181549,3
froze,-29.953236,-30.1905,3
wblrvfi,-55.313545,-26.07716,3
fisas,-22.487402,-42.29503,3
maladamus,-26.228157,-31.060421,3
flurry,-2.4680698,-25.086279,3
elephantwatcher,-28.758562,-22.867893,3
zdiahi,-61.853268,-0.43479574,3
laced,-35.469414,-10.174536,3
pape,-10.827856,-29.606504,3
ydvo,25.815979,-5.1366286,3
xyx,25.788412,-5.1518826,3
adenovir,-38.686604,-16.020067,3
inst,-7.8030157,-7.702171,3
tgfek,-5.63372,9.189698,3
robertfranek,-19.878386,-21.060917,3
nevermind,15.043846,-5.339224,3
thankyoudonald,-32.1717,-6.81068,3
cgws,-9.018905,-3.4045603,3
degraded,-24.66636,-18.946272,3
ripe,-18.68929,-7.356101,3
surmise,-32.783638,-53.105915,3
costanza,-26.41802,-2.9192886,3
foreperson,-38.08703,-19.75797,3
lareginanyfl,-31.1529,-1.8571677,3
stranded,5.5517573,-5.689229,3
trumpresign,11.311224,7.950416,3
xrjztlm,6.7922363,-23.984638,3
nationbreaking,-14.085465,-27.96079,3
apples,-29.539944,-41.670055,3
dilatedpupils,-6.186977,-8.706383,3
merchandise,-19.783138,-29.016872,3
germane,-16.078842,4.9886127,3
reneew,17.282421,19.916971,3
dytl,-14.859734,3.5944047,3
zealot,1.6986879,-7.9409304,3
gqi,-9.40204,-13.970968,3
zfpaegenu,-10.388537,-14.348257,3
chummy,-33.462227,-34.384167,3
rocker,-59.467678,-34.852882,3
rall,-3.0407937,-22.975769,3
communicating,-28.792952,-26.74472,3
godcallsbs,-50.28287,-29.988485,3
factsm,-6.070926,-44.244457,3
relayed,-46.175785,21.471302,3
melosebrainuhoh,-21.782145,-8.607473,3
exaggerate,-0.26394668,-7.4348164,3
noises,-57.858227,-3.6917248,3
slavamalamud,-25.858286,-12.266416,3
woulda,-32.302334,23.87191,3
plumber,12.864835,0.34987563,3
pronounces,-41.56293,-33.06586,3
immedi,-6.6014457,-27.419622,3
overlap,-57.0788,-31.5224,3
articulating,8.407072,-36.29702,3
brazil,12.0718355,3.1338084,3
deadlines,-48.155308,-31.153406,3
murieanita,10.054536,8.181967,3
snatched,-26.054783,-46.357613,3
chewing,12.769065,-0.8992032,3
amirtibon,16.94469,-21.30158,3
mics,11.084882,-32.77758,3
primacy,-18.026676,-15.347419,3
johnddavidson,-33.877983,2.0814831,3
broccoli,18.196987,-1.8571658,3
nuked,-19.191645,-2.9302216,3
smelly,-36.856647,-3.7375886,3
viewsplusnews,-43.23163,8.430581,3
lance,-13.3992195,4.0197067,3
schtick,-18.80438,-19.054905,3
prevails,-16.357985,-15.201483,3
eclecticbrotha,-24.982218,-12.162518,3
iqlytdd,-40.44262,-20.97363,3
kurokitteh,-57.949978,-21.440632,3
vickyacttwo,-21.54564,-19.968578,3
portlandbabs,34.62679,27.165257,3
dumbfellas,-6.8329754,11.848829,3
perusal,2.9559042,-20.855024,3
charlesadler,-18.711267,4.521029,3
hominem,-20.036259,-7.6462054,3
senates,-38.032734,3.1652493,3
nzschofield,34.599968,26.852053,3
trainor,9.638103,-21.446978,3
bvgseot,0.40982702,-17.670519,3
laziest,-39.51446,-38.6481,3
consp,-31.285715,-25.864388,3
starbucks,9.04978,-30.64228,3
spiritual_kitty,34.729965,26.966866,3
megavoltservice,34.24466,26.846136,3
dieg,-5.8472247,-30.517147,3
patpet,33.673206,26.99854,3
alexrod,19.738712,-4.237344,3
bigfish,-37.114998,-32.23423,3
politburo,-28.481663,-31.079367,3
emanates,-1.5411747,-33.80977,3
guadalahonkytoo,-3.0657656,-18.281065,3
spbcjcz,-46.118805,-33.922638,3
scamming,-22.640448,-17.23102,3
departmen,-14.296939,-42.40461,3
cynically,-26.677689,10.011638,3
momoascrunchie,34.10753,27.109655,3
axy,-13.984294,-37.059093,3
sig_,33.93838,27.21797,3
moralcourage,-19.243864,-34.955368,3
vli,-12.758262,-48.0489,3
davidjw,-51.354355,-25.900623,3
lxv,-46.551865,12.802637,3
fyd,-18.428722,-22.052998,3
circumvents,-40.066227,-46.745228,3
wuhanvirus,-50.16307,-27.974663,3
molly_knight,-48.60946,-29.436182,3
elfresister,-52.61215,-30.599146,3
complimentary,-43.071648,-6.0055375,3
laylow,-3.0540512,4.633014,3
skihouse,33.852856,27.330559,3
pgourevitch,-21.445133,-20.36381,3
piperperabo,-6.535183,5.858733,3
swarmed,-45.018806,-5.9164934,3
poise,-26.044882,28.212717,3
kent_nye,33.925255,27.188967,3
agavecorn,25.539408,13.835706,3
swin,25.551239,10.436599,3
jamescomey,-61.31871,-18.448833,3
gtccezr,-66.863495,-44.984295,3
thedemorats,34.035915,27.171087,3
abhorrent,-7.9890018,5.5809155,3
darehgregorian,-26.497654,-30.938879,3
citizensfedup,16.821028,10.501539,3
trumpliesmatter,1.61448,1.6306697,3
salvatore,-1.5095233,-2.2045572,3
danielleames,-37.393394,-1.8622465,3
sheisworthit,-28.705513,-12.979096,3
formula,-28.734999,-6.0914636,3
grantcardone,-3.6502707,0.45640737,3
fridaymorning,19.247164,-30.381954,3
foreshadows,19.241034,-30.376154,3
reins,-10.57697,-25.606241,3
judas,-27.837614,-19.05017,3
jasonquest,8.888696,-31.624977,3
koolaid,-51.22321,-22.960955,3
subserv,-33.760353,-22.84781,3
txintenseradio,-26.828215,-50.10845,3
eyesonthehoriz,5.655184,-3.2871723,3
buzz,-20.193542,-17.990995,3
rickphi,8.491819,-2.896708,3
conservadog,-44.171185,-29.799694,3
mia,-2.9167452,-20.308363,3
necks,-24.71147,-17.60342,3
umxraqx,12.236929,-30.260616,3
gfy,5.62146,-3.8950517,3
mlp,-7.036351,-22.603888,3
eycgyemvdp,-33.045788,-24.589582,3
rhe,-23.433292,-16.432062,3
podesta,-24.835514,-35.508255,3
carbon,8.915875,-3.3182292,3
omidyar,13.994377,-2.767651,3
guardianus,-42.05715,-29.029545,3
reime,-28.84052,6.301601,3
amyrll,11.9736595,-28.64799,3
kevinlyfather,-14.933355,-21.573988,3
realtt,-18.867785,-23.83675,3
dhs_wolf,-6.904101,-5.367074,3
lvqucnhmom,1.0410671,0.69395995,3
imagineworldas,-50.58984,-28.731518,3
breathlessly,-22.407526,-18.551905,3
unpacks,-54.527073,-43.98456,3
witt,-8.501674,-31.497797,3
holed,-17.958853,47.805367,3
stoned,-5.083112,-14.581856,3
opportunist,12.652808,-17.192944,3
transformation,-12.205125,-13.28319,3
zachmontellaro,-45.898422,-20.776037,3
outnumber,-55.48255,-19.185919,3
presidentbiden,-61.678783,-23.988144,3
profession,-32.908787,-37.519386,3
substituted,-53.95724,-34.16851,3
braveliest,9.212394,-17.9354,3
qumchs,-15.712523,-60.3741,3
reposting,-9.0803,-19.92986,3
dirtyjersey,-17.16664,-8.477766,3
johnny_joey,-46.684208,9.852425,3
betra,-28.61537,-31.707584,3
navycaptret,-7.0425973,-9.114657,3
suitable,-37.71305,-10.234717,3
slowed,-47.257263,-44.13872,3
mastery,-34.45698,-13.470588,3
strategizing,-21.249113,-22.324238,3
redeye,-13.596397,-22.111326,3
erluk,-3.5972977,-2.8925955,3
forw,-62.766106,-9.76653,3
assaulting,-28.430359,-3.484489,3
blanks,-38.232933,-28.017729,3
sunshinelk,12.475614,3.942529,3
congressi,-40.117172,-27.667524,3
everyo,10.938727,7.131124,3
cristi,-50.46238,-20.15458,3
outdo,2.9596372,-12.739055,3
standamericanow,-16.898096,-15.664953,3
udyyvcooc,-18.927803,-22.562778,3
thoughtsoftony,-5.4912243,-25.012018,3
leech,2.9207385,-6.9062834,3
strand,30.20743,-15.04303,3
lookie,13.0719795,-2.13795,3
oppos,-27.3481,-2.2827122,3
kkyegywfit,-66.90221,-18.648226,3
parkse,-24.310282,-45.99944,3
womb,12.364016,-33.335117,3
resistor,-23.460432,-13.168754,3
rxsle,-39.06149,-25.420784,3
smgh,-42.762882,-7.0944915,3
vantage,-1.0941737,30.461544,3
musicians,-1.0508999,30.323927,3
joqdvvr,-1.0397981,30.202711,3
instiga,-13.085241,-30.379078,3
arizonans,-52.552776,-21.793406,3
slot,-20.420668,-20.311106,3
gregmethod,-31.21247,-38.406322,3
fut,-34.18292,-17.263004,3
unimportant,-34.842514,-5.638662,3
allcq,-46.541794,-29.516195,3
igyjrujmyq,-36.908787,-40.802532,3
johnbwellsctm,-33.757732,-36.86778,3
cspanjeremy,-35.877098,-10.211038,3
zpwss,-39.238785,-27.39577,3
usairforce,12.0446615,0.8850232,3
fkr,-57.59688,3.8665526,3
exerting,-64.03261,-40.167282,3
comprehension,-37.779137,-45.42805,3
empting,-38.801266,-37.002445,3
playlist,-34.94191,-10.671065,3
happychichester,-9.837815,-5.3153315,3
earn,-44.531456,-42.30758,3
heated,-45.668774,-36.29303,3
kgyn,-31.30541,-19.77978,3
sect,-3.3824465,-4.999939,3
backdrop,2.7531948,-7.442321,3
oppositio,-18.008837,-10.705195,3
philippines,24.393513,13.552757,3
lrlpgn,-24.36777,-21.162092,3
egotistical,-36.086834,-25.083216,3
koh,25.218853,-29.651453,3
klobachar,-20.503695,-48.549732,3
jakejakeny,-26.052729,-48.988987,3
realkiradavis,-33.85578,-6.8810973,3
justinformu,-5.712819,-1.5965258,3
erfmbzi,-52.517715,-25.60079,3
floods,32.170746,8.522481,3
truthonly,-33.612312,-7.3283076,3
cra,-23.13382,-15.547325,3
uncontroversial,-36.142704,-26.579872,3
zillygirlaz,-15.011462,2.8719683,3
reel,-15.317185,-11.207488,3
repbencline,-38.93922,-12.601737,3
isoroku,31.288025,2.2923143,3
msrq,-50.60435,-1.3654286,3
yamamoto,31.296556,2.216172,3
wobbly,-17.048061,-26.043217,3
wussies,-61.266468,-33.47668,3
opus,7.567692,-26.706892,3
posturing,-4.302648,-18.864946,3
exonera,1.0176101,14.035651,3
ksorbs,-19.595379,-21.171793,3
devilstower,-49.0789,-34.15103,3
candace,-20.383059,-0.036872823,3
illegit,-16.82169,0.8717304,3
shirks,-46.80473,11.516688,3
bewilderment,-58.619476,-17.246851,3
malib,7.9793544,5.705401,3
arkiegirl,-21.31655,-38.88951,3
umfttvu,-55.828182,-27.79036,3
sledgehammer,-27.178818,-27.394842,3
lindseygrah,-25.129772,-13.383048,3
crazies,-29.863869,-18.735085,3
shower,-6.020228,6.674619,3
alexa_baxter,-40.853775,-19.598337,3
jour,-2.1416178,4.476948,3
graenni,-44.424526,-27.959463,3
patticusfinchy,-7.417375,-1.6921587,3
rhodes,-63.572556,-43.037823,3
minimal,-63.661987,-20.583908,3
xbex,1.8168821,-6.727618,3
objectives,20.660065,-9.871697,3
thechrissuprun,-3.4623253,-8.299938,3
seducesomeonein,-3.329825,-8.300096,3
therealwillie,-4.297376,19.037851,3
dmr,-8.097264,-1.0388649,3
dickhead,-1.1508615,1.9822983,3
stevekornacki,-18.672733,-14.792728,3
teddeutch,-41.419014,-16.84146,3
ufk,-19.799799,-35.9684,3
psst,-59.30217,-24.738316,3
pontius,-32.8829,-43.562706,3
levasseurbill,5.5141993,24.040234,3
rwh,-19.787989,-20.815664,3
ujrltiq,-9.938818,-12.723951,3
susanj,-37.155212,-38.581676,3
enquirer,9.916578,-9.566899,3
screech,-22.83173,-20.562006,3
demunderground,3.0251434,-0.5404664,3
rene_gadecowboy,-43.413456,-27.931797,3
teenie,-40.619495,-23.036945,3
deca,-34.661682,-1.2503474,3
peurto,-17.213556,-13.9116535,3
uri,11.626372,13.414323,3
allanmargolin,-15.287492,-20.135872,3
kibosh,20.661776,-9.809278,3
bkqpnm,-14.665159,-38.03127,3
omitted,-67.73918,-9.917765,3
socialsecurity,-23.062721,-38.14632,3
yanggang,-28.68199,-19.626623,3
terrence_str,-20.066078,1.6489931,3
ect,1.133641,-8.462223,3
banks_harken,-25.067478,-7.086914,3
udt,-43.59516,3.1027656,3
iegiuxok,-4.856558,-17.665012,3
petra,13.423063,6.408582,3
swathes,1.8997154,-47.706127,3
civilia,1.8832283,-47.724983,3
mattbruenig,-16.26971,-29.724588,3
consitution,-32.619873,-26.626871,3
burdensome,-22.330172,-12.507108,3
sillier,-18.380005,3.303144,3
kfaulde,-38.315784,-23.128815,3
bluproductions,-4.2997026,19.016928,3
coördinating,14.030708,-23.864372,3
tightly,-27.87198,-31.51061,3
nrzo,-3.8610504,9.190227,3
lbyn,-35.733597,-31.48887,3
selfies,-56.11419,-33.109528,3
ijz,-13.807266,0.31953293,3
lel,-3.873145,9.1875305,3
fleischer,-3.6233468,-5.949867,3
thereseflanagan,-17.114338,-26.193672,3
joshdcaplan,-0.23038362,-17.232256,3
maxcredits,-33.103584,-7.772833,3
heritage,-32.75032,-18.07299,3
commonpatriot,3.439126,0.23685348,3
earful,-28.64229,-38.992493,3
fmp,11.640319,12.947262,3
ybf,2.0315866,0.60641664,3
spanbergerva,-30.294888,-24.532595,3
nrwn,3.4922974,5.9868336,3
mj_lee,-38.255398,-42.163788,3
ozd,2.2428048,-13.231912,3
cfonf,-9.30127,-9.496486,3
taylo,-4.149235,-44.918407,3
gog,-25.374386,-2.1162126,3
judicialwat,-10.662962,-55.785675,3
mycfufxjx,-10.664751,-55.78497,3
activi,-8.442038,-22.296293,3
dressing,-3.9710252,-11.477296,3
benjackd,-53.919422,-24.574163,3
stalls,-43.750206,-57.533844,3
representus,11.474343,9.546414,3
nxlqsbu,8.152041,-44.2944,3
xwhh,3.482405,5.9905424,3
safetz,-61.46016,-27.453127,3
herschelwalker,-3.842137,-6.7321563,3
ricksantorum,-34.86382,-28.358652,3
curren,-10.495986,-12.207103,3
prayerfully,-56.0122,-30.29377,3
cnnpaul,-33.057373,-34.32035,3
rightwingmadman,-30.558949,-16.930456,3
zoduxfknqf,-17.3852,-35.404484,3
deejay,-40.38827,-29.88154,3
dismayed,-62.314186,-19.39315,3
okq,-42.151043,-15.384552,3
gbjsm,-13.211717,-3.124796,3
resistingtrumpo,-13.245914,-44.840816,3
oqp,3.7298,-33.43342,3
philosophers,20.579996,3.7699118,3
rube,-6.6693115,-7.347474,3
obstruc,-7.8573813,-15.758749,3
tiuwe,2.2308228,-13.230138,3
axhgjstlzj,-24.922363,9.288426,3
turnaround,-42.86544,-43.381287,3
underground,-13.147308,-18.006987,3
scholarly,-35.48925,-24.905706,3
ljr,19.468449,-24.151922,3
schooling,-26.975853,-50.991104,3
corrective,-6.942866,-11.08626,3
spi,-5.984646,-22.297354,3
fgwaxul,-15.386597,-15.785055,3
kolomoisk,-7.645119,-35.553364,3
shanegoldmacher,-62.678806,-34.631397,3
brookemorenso,-35.699146,-3.8106906,3
lindacollins,-19.391014,4.9793468,3
bouncers,-49.490036,-0.2626413,3
domest,8.792503,-18.945965,3
leu,-50.947296,-29.795622,3
preoccupied,-56.41821,-18.80134,3
tramp,-26.891907,-27.36426,3
emrazz,-28.455406,24.721865,3
thamen,-2.5712843,-6.7996583,3
infinite,-43.745373,-24.409443,3
swarming,-5.116413,2.3332427,3
wiccanmethusela,2.2929132,-6.043047,3
guadi_pelosista,-35.811985,-6.742373,3
realdrgina,-60.70601,-19.291977,3
felix,4.4553084,-16.52371,3
rockymntnmike,-10.749733,0.5151817,3
yesterd,-31.171034,-48.238155,3
jyf,14.326014,-40.180225,3
stooped,-34.800964,-26.951307,3
yhh,-26.707766,22.189512,3
actwlgfdzd,14.329128,-40.170017,3
usaa,-1.1815516,-14.616168,3
wisely,-0.71193886,-5.2023053,3
steeles,16.682215,6.975442,3
cnrx,4.074348,-33.387505,3
yvson,16.453512,-2.4259422,3
squirms,-15.428797,-44.739784,3
americanon,-32.317226,-3.2279656,3
circulates,-39.499825,-44.81952,3
unseal,-23.69303,19.645193,3
drshow,-50.12214,-15.039504,3
zsb,-23.682014,19.639229,3
clouded,-38.314926,-40.04878,3
mybrothers,-20.289253,-30.512678,3
jlcorreces,11.967615,14.625757,3
codyf_,-29.109753,-47.181877,3
contested,-49.825607,-24.826155,3
bopinion,-34.05643,-24.352428,3
trumpf,-25.870047,-8.068866,3
exke,-58.151123,-47.24138,3
amzy,16.445736,-2.4079838,3
becketybeck,-46.064304,-19.223177,3
cvjw,34.1939,-11.733126,3
disparages,12.26848,14.596164,3
news_flea,-13.559708,3.5353487,3
tfihm,34.227806,-11.740539,3
kamcnldwda,34.325596,-11.791634,3
bes,-21.233982,-7.4467053,3
terilentz,-29.508884,-18.120226,3
slpng_giants,-20.831614,-1.336819,3
puffdomino,23.766724,15.1621,3
ztrzq,-50.456112,17.645702,3
iqasqpyhql,-18.394514,-29.565243,3
obrienc,-12.554869,-38.509956,3
freckledgirl,-47.34309,-20.186855,3
raphaellan,-65.085686,-31.380852,3
gfgl,16.557806,-2.5593204,3
convicts,-41.301857,-38.48131,3
erases,-30.257256,2.2552173,3
dkfua,1.7990627,-6.758986,3
dawitte,16.671398,14.123824,3
foriegn,-29.596457,-22.31528,3
looses,-27.490559,-54.29245,3
evelynnfarkas,-2.1876452,-12.582974,3
thejus,-48.675182,-31.151224,3
prankster,-32.45643,-28.44995,3
nee_haynes,-51.046143,-28.128897,3
usmc_army,-37.32025,-22.062593,3
needy,-17.044193,-29.412313,3
hqjienm,-10.5161915,-6.952134,3
inexplicable,-28.028648,-17.103216,3
dannenberg,-49.391457,4.5450735,3
hananyanaftali,-54.913948,-19.718779,3
axefiles,16.779482,-34.434387,3
abdvq,16.574043,-2.614779,3
rancor,-35.268234,-13.981458,3
hissing,19.18888,-32.24849,3
scotthendrick,-35.860367,-8.624762,3
tillistuesdays,3.1092916,-37.44914,3
dork,-29.250025,-52.05162,3
fresnobee,-46.940567,10.259827,3
ardent,10.259858,-26.891668,3
beaver,-3.0217884,-9.905961,3
heatherwhaley,-62.492767,-24.237162,3
ivtz,-16.3904,-4.923951,3
mcbeth,-47.402348,-29.047972,3
parasites,-14.691599,-10.103646,3
aquittal,-39.95981,-18.47259,3
bearuknow,-51.29446,-15.979387,3
hashtags,-17.473122,-42.083355,3
sisters,-9.1083145,-15.871481,3
burgessowens,-15.203269,-36.56187,3
hassle,8.139936,-29.312273,3
sueric,-40.72667,-32.426815,3
hjelle_brian,-44.788055,-22.344109,3
proprieties,8.498747,-11.008061,3
angieesslinger,9.272629,2.3057854,3
gttsp,-20.531307,-23.187693,3
chrizap,-32.908173,-24.237112,3
draconian,-30.744759,-32.081165,3
footing,-69.41846,-26.469183,3
ineptitude,-19.737173,-19.153389,3
realkatiejow,2.3246777,-6.139238,3
gophypocrisy,-30.225546,-23.487026,3
jabat,-27.422253,-22.66084,3
hodgetwins,-15.024222,3.7430444,3
decrees,-6.9034967,8.858869,3
lairdoverbrook,19.352236,16.193306,3
debases,8.5111065,-10.99264,3
tonim,19.311531,16.108234,3
eng,-53.50131,-7.051506,3
smallness,2.6802514,-4.2532973,3
debbieratto,-12.573968,-18.018444,3
slice,-17.394855,-4.4055853,3
paulwil,-6.4384804,-5.2662406,3
pdengkt,-16.262983,-0.5733024,3
terrij,-30.516111,-3.0447695,3
accuracy,-40.09885,-34.302525,3
carni,-24.527624,-4.3849244,3
cbc,5.833489,5.524335,3
axs,-4.995358,-26.524015,3
tahfromslc,-57.365124,-41.07684,3
hopesmom,-58.118813,-25.605867,3
hct,-0.32597715,-38.122242,3
bsuvjdbu,-32.54217,-8.954327,3
boarders,-19.98363,-14.786398,3
stephens,-22.032303,-35.356266,3
fetal,-22.287214,-31.079367,3
siobhanehughes,-13.915858,-33.124542,3
factsfaraone,-31.313414,-20.697392,3
loserpete,-14.830901,-33.151062,3
sangernyt,31.103882,-31.386335,3
oddba,-61.10208,-30.074406,3
c_a,-31.258656,22.403563,3
jewelry,-17.89167,47.92519,3
shuns,9.687102,4.1797466,3
