token,tsne_2_component_1,tsne_2_component_2,word_count
adamant,-15.00412,29.473673,16
christie,14.919263,20.177958,16
handshake,28.640776,46.255634,16
mecha,16.595394,62.166897,16
mighty,11.332056,12.87433,16
bette,-6.203263,15.617073,16
envoy,57.550556,25.652761,16
pcf,51.843052,-13.9925375,16
quacks,44.561657,29.586721,16
melissajpeltier,23.44086,25.34915,16
faults,45.010757,19.309141,16
jerrymoran,40.15215,27.429169,16
ret,35.677475,16.972515,16
gina,31.8554,25.527023,16
rickpetree,28.252579,-17.982063,16
indictable,23.17636,30.56275,16
vlqgu,44.230595,25.133396,16
fists,35.314842,48.66491,16
qaeda,-24.746582,-61.59895,16
grassly,37.741814,-32.284004,16
peddling,12.451876,-45.557793,16
devotion,34.579628,-14.1519985,16
prohibiting,30.66599,-8.570832,16
joy_villa,21.482487,19.833292,16
oy,19.72946,27.459253,16
veto,-10.0109,-26.9761,16
contr,22.482382,18.307917,16
traditional,26.885443,7.893132,16
mistress,40.24989,20.518593,16
heretosaveday,20.584599,6.061957,16
sand,22.329296,10.49824,16
gsteck,-24.995495,12.432901,16
tolerate,16.243347,38.846725,16
characterize,36.96057,29.622755,16
evo,45.982117,35.44342,16
med,52.481216,27.76174,16
état,-47.114616,-4.1399355,16
brooks,17.925007,15.692053,16
clueless,-16.93229,-1.4009608,16
pla,34.19933,23.25727,16
conman,35.318066,41.135654,16
dobbs,55.700504,11.935533,16
drives,19.821835,-2.3869665,16
qx,26.588383,9.054319,16
panicked,21.499298,6.136516,16
boiling,43.657936,3.4030952,16
gloves,30.627556,18.357855,16
gruel,19.353533,33.398952,16
waning,36.734016,45.31712,16
impeccable,36.954113,23.34367,16
administer,18.317951,28.046474,16
ruining,27.224817,4.993558,16
decried,-14.7382765,-44.67895,16
oped,32.628067,-12.700606,16
mikemaga,-16.6824,2.6630723,16
reap,35.517517,31.48429,16
unparalleled,-15.639979,32.994102,16
dipshit,-23.013412,3.6559606,16
floodgates,-19.347546,21.96758,16
duxtez,44.550976,29.55705,16
chest,-2.8590007,-6.3306603,16
trailing,1.2567014,16.73264,16
endorses,-0.55248034,8.788495,16
rabbijill,8.345733,0.20530623,16
devolves,36.74543,45.298374,16
channels,11.161503,-22.350023,16
envy,49.958652,37.773655,16
dumpster,-9.106459,25.448967,16
davidyankovich,11.915021,17.270567,16
hoemoticon,39.496857,26.82155,16
bamafanaticfan,21.963886,16.228765,16
rescind,11.289754,57.709133,16
repm,7.048562,32.41146,16
tortured,35.486057,21.514631,16
pcq,58.613625,1.4211535,16
exclusively,55.03152,18.977964,16
verge,31.257565,-13.470783,16
realjohndennis,-54.13328,4.4841566,16
plague,13.306108,31.874546,16
satisfy,-52.23711,-54.631374,16
dfl,-18.533009,27.162474,16
rjygyahffb,-10.181957,20.56349,16
coups,30.078886,-29.887682,16
undercut,53.017323,16.189278,16
theatrical,36.792454,-0.46983272,16
marlene,7.0918736,-43.11046,16
thehowie,-11.071492,9.552065,16
boasting,45.180523,-15.146155,16
liz_cheney,-0.55028707,12.968863,16
felon,28.321663,1.3417122,16
dad_darius,29.26782,-14.845129,16
thugs,25.60546,3.618147,16
peoples,33.357353,-0.4424387,16
polled,-32.102604,19.352558,16
lx,31.329535,14.58388,16
cnntonight,-22.24963,1.4032795,16
patience,24.86958,-12.585806,16
felonies,1.6630937,12.962317,16
alerted,-28.470098,31.662886,16
jefferson,29.891632,36.09802,16
tricky,10.513109,13.287188,16
sassygirlboss,-2.520516,23.277287,16
flight,17.084501,-26.597872,16
pts,32.921867,-0.6707228,16
evident,28.436975,17.937447,16
simultaneously,33.717777,-17.36877,16
accurately,25.045439,14.748522,16
vankapro,16.489779,-7.6288705,16
indoors,-14.797648,40.57642,16
thespybrief,10.124807,15.176754,16
je,38.682537,26.520386,16
measly,-22.871943,34.601177,16
repkarenbass,-10.0984335,24.223116,16
middlemolly,62.88397,41.201763,16
pesky,-14.81734,-3.6565032,16
sexcounseling,-18.530523,13.850563,16
entertainment,3.4441338,6.846174,16
spanberger,67.92575,30.015755,16
highlighting,19.296272,-11.517229,16
sniffling,26.394287,37.84707,16
jason_donner,34.705387,22.69889,16
considerin,21.275892,29.474276,16
senatorial,-27.820965,35.15705,16
prosperity,-3.8526788,42.98457,16
hong,54.966137,27.22229,16
the_andrew_kerr,40.908676,-7.6496263,16
sanctimonious,44.769043,4.9567676,16
miss_simone,62.62636,41.197083,16
objected,-12.513501,35.93108,16
impassioned,12.406542,-36.08255,16
forem,19.130339,-7.2963514,16
stuns,-64.43407,-10.803378,16
pd,13.8955145,18.56603,16
agreeing,2.750144,-40.35914,16
unwavering,36.556427,-4.5048165,16
repdlamborn,15.814926,5.4795723,16
fbux,-30.53686,28.494385,16
nationalist_kag,17.860891,-9.448708,16
suburban,40.831013,17.079006,16
sister,41.041855,5.2525187,16
trafficking,53.5451,31.720387,16
rebukes,10.534934,63.92988,16
occasionally,-14.065984,12.134606,16
recommendations,13.110279,29.17763,16
wankmaggot,-1.1116375,9.829318,16
becsuse,32.476604,-39.34801,16
monitoring,-47.068764,-42.10634,16
messed,-15.527864,51.06886,16
ethically,11.035619,13.728519,16
margret,50.30183,17.850588,16
evi,21.312746,16.88967,16
plc,47.241566,26.064417,16
howleyreporter,-48.55331,23.846443,16
kayajones,-18.995,-21.503477,16
pnei,47.28481,26.021727,16
dud,24.718952,-38.301125,16
popularity,41.279846,1.1383395,16
nye,52.423336,24.081263,16
whistleb,31.305588,5.948092,16
flash,-20.677795,18.1651,16
cnnsitroom,26.825407,19.934294,16
revoked,14.4300585,45.720375,15
grocery,39.86573,-13.73213,15
martamendoza,5.001077,13.551301,15
brycetache,6.8092275,15.0159025,15
ui,12.884151,14.5995655,15
lutsenko,55.386013,17.252184,15
quality,35.758545,10.323131,15
jeffmason,1.7170641,-16.397778,15
tock,44.654938,16.92002,15
thamendment,60.395103,29.481842,15
juan,19.886131,-21.032013,15
management,21.13923,-21.748701,15
spilled,22.935282,29.347918,15
tipsy_in_texas,-49.085655,-9.367832,15
yanking,31.236992,37.830704,15
user,14.749801,28.94552,15
mincing,-7.1808558,22.374418,15
misspoke,-15.805657,-26.65434,15
qasem,22.012312,-39.46627,15
amplified,34.96032,-4.261504,15
vested,15.843118,-9.174714,15
bfvnlfll,32.26683,47.101,15
fec,46.144226,4.5685697,15
racketeering,6.853686,-35.172817,15
resorting,21.633425,34.305447,15
irrelevancy,36.72769,45.28773,15
betting,-24.14628,18.550163,15
hung,-18.483917,47.68314,15
restricted,-12.455508,-46.779526,15
formation,20.54614,36.44399,15
crooksandliars,-5.118789,-26.242582,15
absurdly,17.386263,-32.63653,15
jennobenno,-8.852786,14.539411,15
pitiful,17.268753,30.519814,15
incompatible,41.341835,10.787047,15
adhering,-9.918054,32.854267,15
standuprepublic,15.210683,-0.14226504,15
upda,40.7313,8.852868,15
truthmatters,32.572594,23.95954,15
lawn,19.079239,-8.370896,15
vkls,30.686106,54.05963,15
unfold,2.8833835,-34.427032,15
togeth,6.4010515,19.750578,15
jeepsuzih,30.191729,20.347286,15
ques,1.2747945,13.941334,15
revisit,25.186357,37.37104,15
matthew,15.715805,-21.238665,15
honeychile,1.1743478,4.646416,15
admire,15.021694,-29.87904,15
rejec,21.555265,22.802141,15
math,-15.0849495,12.935583,15
reacting,14.9407015,35.698555,15
dahlia,5.548413,-0.95550627,15
wglexfq,2.6713085,19.86335,15
mmineiro_cns,17.375782,-22.263575,15
lamentations,20.593138,33.227802,15
jwu,30.688192,54.057995,15
constit,19.098545,-0.63049215,15
nro,40.43998,25.688543,15
lowly,-21.340862,35.672462,15
louis,49.589596,17.73469,15
hatching,38.956886,-5.463028,15
unveil,30.662655,10.9702,15
prophecy,31.331125,21.470243,15
crafted,-15.99141,14.810963,15
aliciastarr,-36.44531,1.014844,15
electorate,36.520042,-0.20374319,15
forcefully,44.198742,-6.2142124,15
trumpjew,13.617904,9.657838,15
idgaf,35.01822,36.259853,15
xs,32.49362,26.958118,15
knives,31.013474,17.553173,15
cnbc,4.8694553,-18.855366,15
farcical,-1.0077349,-38.45781,15
heidi_cuda,9.714304,17.724459,15
negotiation,45.082428,15.565838,15
afunnyvalentine,7.022495,-1.6975969,15
spike,-3.286688,-46.1422,15
kwikwarren,10.157497,15.21263,15
jeremyherb,-34.82496,-56.868237,15
sugarbrownshuga,43.69037,3.396476,15
daytona,49.028763,4.0625095,15
sg,35.031612,25.928358,15
african,28.529531,-20.23855,15
jconabicycle,-26.973133,33.395744,15
hardworking,33.45528,52.926792,15
rampage,33.704426,9.541473,15
clarify,14.338363,-0.5403365,15
wiff,44.25074,26.060312,15
incompetency,43.198654,30.405567,15
repadamsc,35.71022,15.005913,15
trumprally,3.494858,16.682673,15
weakening,-1.4550384,30.88598,15
commitments,52.852688,25.879963,15
allo,27.011017,18.417053,15
fdr,29.959675,36.060905,15
spiritual,36.597996,13.690532,15
escort,41.37751,-22.2271,15
frakermonica,-26.787611,0.549807,15
disloyal,-69.06188,-31.36481,15
unnecessary,-28.400246,-1.2885418,15
argu,27.282616,14.176068,15
nrxsmm,43.39134,21.725475,15
cb,34.89205,19.849617,15
hatch,-43.09619,16.053474,15
zbq,36.797913,35.63513,15
winging,43.444187,21.742508,15
mqrtdl,36.79368,35.631546,15
contacted,-27.671198,25.666693,15
deliberate,13.710088,-3.565979,15
pmv,28.1538,-29.53225,15
refers,0.21726716,-35.94604,15
rebuild,3.434132,66.320595,15
absol,-34.227474,-44.38723,15
bipartisa,-3.028923,38.449284,15
misuse,-15.426963,31.811636,15
metaphor,25.98085,-24.032564,15
biographer,23.451946,18.144886,15
schitt,-30.306768,41.780956,15
ugh,34.788193,26.04752,15
ff,31.896471,26.990713,15
striking,25.436018,16.277534,15
ign,-17.76383,46.43784,15
safeguard,22.62407,10.098538,15
secelainechao,28.502352,37.859364,15
jat,15.93399,12.689227,15
hiredgun,-6.379651,-25.134678,15
maahh,16.970331,28.204758,15
understan,-3.3568375,41.633987,15
unloads,-24.37115,-54.150017,15
systems,32.36548,8.827026,15
inference,-15.333172,19.107765,15
angrily,-43.288128,24.780647,15
iamwandasykes,46.431477,1.6391498,15
karlrove,-22.539776,38.796753,15
sleeve,-17.109047,49.567883,15
jenjavajunky,-6.9197297,0.2840173,15
unbiased,-38.87308,-1.1104544,15
freaked,43.056965,-22.143398,15
vicstoddard,21.082985,16.182302,15
circleboom,13.283728,14.517166,15
pls,35.41955,19.242905,15
bhanwrwvkg,33.649426,5.780958,15
welp,9.8899,-29.741636,15
treasure,30.171265,-13.913193,15
illness,2.1475148,-28.81588,15
lea,17.089777,-26.16174,15
premature,17.157473,30.467726,15
pauldeaton,49.767174,46.249477,15
slower,-24.000143,40.925297,15
mg,30.34302,25.859232,15
cbe,47.800648,-7.4892063,15
wdkz,31.716219,32.709034,15
mixed,34.363422,25.839369,15
detroit,54.108185,8.174462,15
ul,20.723324,38.7258,15
vicksiern,-27.260952,23.543324,15
abfg,31.706495,32.74704,15
nyalanae,36.728405,35.625427,15
lylcek,47.781113,-7.4670205,15
apprentice,43.209377,15.633876,15
undisturbed,-0.15099004,19.891966,15
tfy,28.155794,-29.528955,15
navyvetresister,30.423853,22.874668,15
toledo,53.284626,5.1698813,15
faster,-23.681278,40.686893,15
thoughtfulness,26.076769,35.553303,15
hoodlumrip,-2.7685115,10.960335,15
shock,-7.7512546,-10.484396,15
delightful,38.14031,-3.8860672,15
artificial,1.1447669,34.045414,15
hereby,39.53907,29.185772,15
carolleonnig,-26.47113,-54.11771,15
exception,17.712751,-29.479532,15
jysexton,18.448723,13.231157,15
seth,39.295288,18.909796,15
drpresage,-20.00067,27.315342,15
ok_dumbass,8.826375,-11.52963,15
vermontgmg,-29.801401,13.306118,15
mv,27.389109,23.94235,15
nellpost,67.42796,36.263325,15
civilian,13.570016,-18.650425,15
kd,41.857555,20.668919,15
colossal,10.20906,9.122215,15
tentacles,41.054996,17.95472,15
madame,15.261878,14.419387,15
witchhunt,7.6534467,0.9407049,15
complicity,20.24077,-14.251601,15
identify,0.05223965,-46.851856,15
reppressley,-0.9838326,-28.513372,15
dohaforum,50.523335,-2.6772845,15
beckycnn,50.53314,-2.6760423,15
expressing,-16.865421,4.0767508,15
geltzer,-4.4126024,24.59321,15
fre,31.807934,23.098097,15
sickening,27.159697,49.360035,15
neil,51.593555,19.917496,15
phrases,10.303235,33.718304,15
gains,29.346003,-14.874964,15
rouda,37.90129,9.04713,15
feebly,13.99542,14.168355,15
nygovcuomo,41.048077,29.435486,15
castro,38.01389,26.751173,15
xe,33.865456,26.22245,15
roles,-24.035696,24.545204,15
bok,39.445675,37.67948,15
bibi,48.35244,-12.774803,15
chastened,19.85228,-16.912706,15
collapses,11.43194,-47.117683,15
seized,17.111002,-21.239025,15
gopcorruption,-0.55808115,8.181219,15
rubber,26.30642,19.31286,15
wld,-48.26587,3.7334225,15
gn,40.935314,28.711575,15
avoided,24.065813,14.267094,15
louisville,53.771244,9.148909,15
biblebeltdarlin,13.435151,-19.272194,15
unamerican,15.592858,29.888123,15
businessman,39.449726,19.82036,15
jordanklepper,21.549112,-11.273293,15
raleigh,53.55744,5.70519,15
shampeachment,-7.92519,-13.151625,15
distrust,-55.277588,1.9806448,15
obstacle,-20.162146,35.08354,15
boltonbombshell,3.8811,13.456522,15
inspiteoftrump,21.902407,9.876139,15
boxer,64.460335,33.331623,15
ckkirsch,-25.890932,5.5472136,15
sampetersnevada,39.7198,27.822273,15
farm,25.466719,-7.7734613,15
mboksr_maga,29.83684,3.7315319,15
debhaslam,31.454906,25.22411,15
vedxvfdznz,29.72067,9.773497,15
fueled,30.243504,-5.501665,15
caring,8.446897,-44.505146,15
wrestling,45.887733,-5.784843,15
andrewhclark,4.2394834,-18.166203,15
bryandeanwright,23.595438,-17.710392,15
wj,-5.3412485,22.40115,15
conditionality,-24.950422,22.520185,15
operating,-21.16449,26.02034,15
falsehoo,34.730606,-18.961584,15
whethe,27.471727,23.73473,15
provocative,27.840069,-15.90307,15
foo,14.359848,45.688187,15
concept,-39.580082,10.33339,15
iheartmindy,26.214413,-17.51733,15
novel,18.738298,-6.4365854,15
marthamcsally,15.589492,2.5948136,15
marital,45.496143,-28.142801,15
remembering,-9.79087,27.860415,15
johnbolton,-12.340986,-2.1381114,15
olds,-41.3796,11.295446,15
offensive,7.0419216,-1.5209992,15
immunize,45.543537,-7.239935,15
meticulous,6.7127676,34.206932,15
radicals,-22.466017,-51.21665,15
opin,11.225945,45.626686,15
oa,28.980227,25.97451,15
heidi,44.829353,19.28081,15
accident,10.13771,39.000694,15
eagles,51.22513,10.770297,15
specialreport,35.673084,14.607184,15
plank,26.991531,44.36176,15
mehk,35.15737,-38.05915,15
inch,9.609306,20.424086,15
joini,31.745378,28.611267,15
serio,-34.753613,9.53887,15
ditto,22.957033,4.234127,15
combined,25.397142,11.478131,15
narr,9.02861,30.542269,15
displace,-4.2184777,8.41703,15
recite,22.01331,2.887192,15
wannabe,17.092583,22.800007,15
circu,-11.517917,11.147228,15
idiocy,-10.761685,-52.673153,15
unleash,-3.6834495,-52.25241,15
sensasse,35.361496,29.86313,15
tabled,2.717932,46.347843,15
purporting,53.565315,7.047729,15
dlippman,60.416145,20.911125,15
agbarr,19.739988,14.689451,15
senile,28.00644,-18.524925,15
campai,43.00243,2.1111171,15
commanding,-7.145493,16.152813,15
gettin,28.071184,19.403229,15
bulwarkonline,45.13362,-2.656571,15
maggie,30.192677,20.859892,15
uv,43.932808,24.933298,15
jerrold,32.862778,27.732567,15
assertions,17.663084,-24.585741,15
battling,-2.2995534,-30.932814,15
strangled,45.570866,10.978198,15
poeticj,-15.168176,29.541595,15
crackpot,25.310127,48.34244,15
patrici,20.57356,-4.847776,15
invaded,54.386284,26.314154,15
trumpiscorrupt,24.47601,25.101238,15
ng,8.095445,15.885062,15
bol,4.969055,30.70135,15
alliances,48.65472,40.635815,15
doh_doh_burrd,40.53042,28.793053,15
revi,-22.855946,34.59997,15
emphasized,-25.189205,19.336678,15
mideast,-26.383938,-58.72156,15
howzkuozfi,4.4058743,12.567851,15
incredulous,46.426437,-15.533591,15
river,4.119368,14.810478,15
inject,24.971487,40.240524,15
cutescarley,16.979616,20.24898,15
federally,-27.955378,45.51252,15
eyewitnesses,-4.7008667,57.015755,15
implied,-18.076424,31.668238,15
dribram,-42.075493,13.145354,15
wrecking,11.573073,23.876568,15
skynews,12.711526,19.999039,15
disappointing,-3.5776913,7.061665,15
pastordscott,29.22013,20.339792,15
stalin,10.90814,-6.3735814,15
jimmy_dore,-39.508167,-53.40481,15
interfe,1.5204626,25.4789,15
sundaymorning,35.56158,26.801561,15
mgrs,-28.730526,26.987616,15
condone,18.454239,12.055357,15
morningjoe,14.709764,21.024763,15
plax,43.375206,37.399414,15
oz,29.71132,9.919543,15
nyc_doi,43.593765,31.157799,15
cbsthismorning,-53.814598,-44.423706,15
concession,39.54421,-14.269782,15
grandma_boom,62.436855,41.182858,15
tirade,-22.423475,-42.164566,15
slaughter,-45.23464,0.011782126,15
lemon,-14.606743,-55.64637,15
undeniable,27.297716,29.006327,15
frum,-5.8067074,44.378395,15
encouraged,-43.151234,-51.019978,15
liberties,54.86196,44.933247,15
massachusetts,39.336796,-3.8794653,15
colonels,-5.977725,23.947176,15
appearances,-30.753859,-44.475388,15
seri,27.15383,19.210264,15
smaller,-31.53838,-56.7096,15
thefive,35.31316,26.120173,15
joshnbcnews,53.587006,-6.8659954,15
imillhiser,8.582261,28.08667,15
arriadna,28.532694,0.6280509,15
muster,-7.028972,23.679527,15
beginings,43.3477,37.350166,15
jfc,9.553272,14.762476,15
birther,49.080563,27.625673,15
fitton,2.2827876,18.513393,15
irishrygirl,16.508066,4.325308,15
amnesty,32.641644,1.7615627,15
througho,38.076115,7.6163235,15
tide,16.475187,-9.159545,15
qs,32.985577,32.044487,15
founder,53.197773,20.3607,15
balanced,11.470628,-16.22358,15
juddapatow,1.4414623,2.389038,15
exoticgamora,-8.929483,-16.524168,15
upping,19.580202,-6.8489285,15
lockdown,-1.608252,28.86955,15
zj,36.232033,23.959568,15
vaccine,52.822033,25.84582,15
markfollman,26.358353,-7.2777677,15
runn,42.430767,18.70131,15
modeled,27.964838,17.318756,15
solution,-13.529174,24.834032,15
handedly,-41.432743,-39.562885,15
hesitation,-0.0059455596,7.7266793,15
biggs,67.3153,31.595427,15
susie,67.26803,28.65494,15
oregon,54.075123,6.176022,15
ukr,25.346136,-41.57878,15
alaphiah,-33.14093,35.489834,15
traveler,38.882675,28.35784,15
rings,20.096535,20.53835,15
producer,-6.568337,-42.705803,14
kristinkarnitz,32.526134,14.749758,14
bf,12.670933,15.545736,14
politinfo,62.86022,41.126812,14
disposed,-14.686082,47.436157,14
enforc,22.405977,36.10158,14
issuing,-56.884148,-11.03886,14
congresspersons,23.181458,-2.8362086,14
boosting,22.85947,6.5007367,14
interf,8.821473,-18.787296,14
apropos,36.9729,27.370045,14
implying,-18.174591,23.493555,14
obliterates,-63.447308,-41.74156,14
bullpup,-12.043739,4.2049417,14
attac,29.980265,24.198605,14
redundancy,1.903209,35.816578,14
alien,32.622482,1.6490936,14
shocks,5.4623203,16.755568,14
midterms,31.299852,22.291195,14
marketing,8.975615,-51.07619,14
jaopp,27.76908,21.572617,14
shitload,27.895609,6.038187,14
rm,30.816513,22.779161,14
santucci,-27.46804,15.184278,14
organizations,-20.683811,18.203945,14
suffolk,29.649265,-35.287125,14
oneself,-11.686184,44.882965,14
hunting,37.000607,6.7566266,14
tread,46.325058,-7.7663074,14
asha,46.34026,-7.7802467,14
swarmthecapitol,54.56616,4.5807743,14
cs,42.875504,23.91533,14
elects,9.613359,17.749498,14
rudycolludy,-6.651895,-27.001104,14
roach,50.527847,30.091208,14
kent,54.748886,47.433018,14
manlnthehoody,30.991161,-18.840498,14
greenfield,54.705673,47.43604,14
airvooocht,-10.992307,7.475914,14
lier,5.8960156,-11.649672,14
stacks,13.395767,47.250774,14
chuf,33.38179,33.22327,14
wb,-39.800827,18.416323,14
gagging,-46.083416,21.678822,14
mmarty,34.807625,25.546865,14
playstrumpcard,18.894358,9.13828,14
gai,32.892326,25.649113,14
probable,13.828581,-32.337055,14
tctess,25.625467,17.88089,14
heh,-14.363335,15.214599,14
rewriting,-21.32322,46.913364,14
civilians,31.279774,1.458647,14
precious,-5.8693333,7.4215713,14
hilton,2.5529099,17.710909,14
zq,32.481247,13.973211,14
pod,46.82495,4.7498345,14
hearin,-12.9049225,-36.250824,14
inquir,20.43049,10.730355,14
manufactu,24.10151,4.945503,14
hrkbenowen,18.117634,-9.107011,14
loophole,13.202652,27.037045,14
gateway,35.74531,25.625278,14
russonpolitics,16.529047,14.146624,14
tg,44.02564,25.174372,14
wzo,-24.641754,43.086452,14
neno,-24.616375,43.024105,14
flush,38.5843,13.019124,14
flourishing,12.625655,19.993813,14
acquitt,-0.7462918,25.503557,14
repharley,28.12561,24.039175,14
reconvenes,55.195652,9.887655,14
xttwjka,30.606424,35.355167,14
cars,46.33162,15.301314,14
scre,6.0137296,25.217836,14
combination,21.42376,51.46586,14
defiance,-40.204662,-39.398544,14
clashes,22.873787,-21.083046,14
sleaziness,38.851494,-13.458048,14
doncarlo,33.510693,19.958664,14
prosecu,28.719072,9.520601,14
grinning,22.840818,40.47074,14
escalates,22.788132,-7.3578267,14
tpm,58.222084,-1.329458,14
involv,-15.655194,48.02435,14
unmasking,10.082232,36.859547,14
barrel,28.039587,-18.042793,14
parallel,32.87846,3.006675,14
hewitt,32.184788,4.8904195,14
coffin,-30.603367,38.32041,14
hugh,32.16876,4.868957,14
worship,38.345867,20.673185,14
literately,37.04554,30.564281,14
beggin,37.064926,30.555738,14
mentions,24.97956,11.536817,14
robertjdenault,-3.7182658,8.213319,14
cfmeell,25.92107,21.56651,14
fns,-23.43361,5.571242,14
misalig,10.697054,32.48074,14
invading,29.747652,17.294493,14
warfare,38.83794,-10.745931,14
gestures,-14.955084,38.980385,14
trees,35.617764,53.4908,14
leve,-12.076256,31.503014,14
nytpolitics,18.79045,12.995279,14
abs,1.9890376,19.895887,14
delusions,39.162178,3.3749933,14
nprinskeep,-33.862217,27.919895,14
jewelcdh,22.519781,0.29038057,14
matthew_,-17.139309,14.248419,14
taracam,62.90442,41.172688,14
stooges,13.139849,1.0276828,14
turd,33.724102,45.401047,14
summarizes,27.719254,18.483816,14
interviewing,21.240202,-9.174339,14
chanted,12.155434,32.540047,14
collaborate,-12.411295,42.46224,14
giuli,32.18288,17.866158,14
floo,5.7713594,-39.80112,14
teams,27.399525,11.679865,14
unit,10.861203,-21.118813,14
cohn,-2.4137588,-29.861048,14
resentment,37.79588,-4.6873875,14
leonalioness,1.1932757,9.902101,14
heal,-14.963868,38.9938,14
alleg,-11.367882,-50.758274,14
heerjeet,7.375124,-16.256065,14
derangeddonald,32.81607,34.525394,14
nedprice,22.980412,-41.55419,14
successes,23.125021,6.6764197,14
male,26.925291,-6.1470213,14
abby,-1.7786999,-37.642136,14
unwittingly,-21.07726,-44.20954,14
recognized,-18.98285,9.566679,14
ddonsmith,3.4431832,2.1162558,14
pathetically,6.0658674,17.098234,14
directors,54.954174,44.943745,14
bug,-5.896654,8.847515,14
cwk,64.99069,12.104418,14
corrupti,35.739857,12.719035,14
designate,-25.176552,46.899868,14
crimin,-2.6355386,16.312874,14
collect,-28.241259,24.630993,14
deceptions,38.3965,-16.280853,14
johannashe,42.527763,32.397194,14
hn,34.51225,24.140936,14
yj,36.59685,31.316307,14
diagnosis,-2.406498,-47.631786,14
raaqcmu,-5.686846,31.278664,14
multi,37.514664,9.095951,14
madamspeaker,30.58078,12.210426,14
db,11.981999,15.701059,14
promoti,7.610821,-28.718592,14
qa,39.297855,27.003479,14
embassies,21.973627,-39.45013,14
erratic,11.097073,17.018309,14
digital,-12.602605,52.486206,14
ejwyyahpgx,39.38258,26.059149,14
coh,40.88487,8.77973,14
rsvps,38.466934,16.164618,14
bei,-28.808825,18.975914,14
dishonestly,37.081947,23.57397,14
kettle,35.36311,-12.788792,14
hissy,23.58714,-12.733384,14
bottle,24.66085,-6.3202834,14
bullies,27.926233,19.899157,14
angered,-54.881886,-10.231466,14
bend,5.1452603,8.470713,14
ronwyden,-28.652687,24.660835,14
dankeberhart,-14.600296,20.493572,14
wt,12.654187,15.374631,14
consults,-57.889874,-7.2665277,14
screwing,30.038887,-11.81004,14
solyndra,57.55571,27.883085,14
quits,36.669422,23.860495,14
uj,43.674553,27.922852,14
angela,25.575918,40.717773,14
beloved,-1.1147816,30.380404,14
fireworks,56.050823,2.2147264,14
ann_kirkpatrick,52.016365,1.241341,14
linkedhd,15.249465,-11.48207,14
cio,41.326996,26.707811,14
xpxdl,2.2024956,28.74536,14
commentators,-35.577118,3.2171676,14
varadmehta,-8.055576,27.175882,14
instigators,55.919106,10.029051,14
donna,-1.133627,20.293034,14
eleven_films,-69.89003,-15.398442,14
portrait,46.398746,18.014227,14
firtash,-26.869215,32.700382,14
takeherout,-49.610943,-42.59239,14
nqrtte,3.4661186,-36.616577,14
dismembered,50.44459,26.569643,14
delgado,67.25535,29.165552,14
frankie,24.67786,-19.551905,14
honorably,17.893986,-4.78785,14
dreaded,40.47223,-13.21817,14
rxyjns,36.725437,45.27467,14
dedication,15.338486,39.741795,14
bath,-13.77376,36.919807,14
instincts,-39.01351,25.92361,14
assist,17.676466,-29.622032,14
procession,-12.005968,27.771603,14
championship,-48.296856,-52.203835,14
salaries,-12.77268,-48.285046,14
joanwalsh,26.380346,17.339075,14
connections,32.579407,2.7422943,14
conservtve,8.824633,46.299744,14
joetalkshow,-20.924019,14.916051,14
zz,12.668592,15.753147,14
initially,-24.458567,-51.462284,14
disrespected,39.147526,8.159257,14
siege,-2.2638347,-37.93145,14
abbeludwig,14.812749,-23.786367,14
brace,32.493828,12.8313875,14
rood,-42.413277,25.164232,14
nfl,36.16129,9.824154,14
destruct,38.348324,40.089664,14
deteriorate,38.357643,40.100292,14
imminen,27.76959,32.778492,14
scmusic,18.901127,25.351822,14
secstate,40.568176,14.393812,14
analyze,-16.097115,21.17972,14
rooting,11.465153,28.19216,14
kimpkag,5.4303513,29.00185,14
cweber,22.877758,20.361734,14
sleight,-16.03042,21.216532,14
cesspool,25.888775,3.9007475,14
sarahlongwell,10.291723,38.64991,14
frantically,-12.231453,40.043934,14
oth,24.048183,14.910856,14
momjar,-19.66634,1.7696936,14
kristyswansonxo,-20.167162,13.67647,14
coin,4.6743517,1.6377667,14
flew,32.806404,3.2349699,14
murrayb,16.582355,-2.519751,14
jane,28.01438,-2.7155306,14
nearing,37.669453,-18.781796,14
consideri,21.149576,-21.909588,14
lorraine,27.833097,34.780914,14
bemoaning,45.001022,-14.031534,14
journalistic,34.667507,12.45807,14
chyron,22.804176,-7.3578105,14
signaling,-7.703495,-22.585135,14
islamic,52.77075,28.136131,14
centrist,27.733757,11.890947,14
rj,13.226563,18.843945,14
impeachmas,33.363205,35.318306,14
unreal,30.176199,7.1749225,14
nicer,-53.092133,8.094918,14
wef,22.9508,-0.7640001,14
filter,22.625235,21.16427,14
argumen,-44.500645,2.0819483,14
johnboozman,44.57423,2.2289214,14
unlock,0.6917072,-35.276756,14
esp,52.517838,-21.603174,14
bitches,26.60262,32.49527,14
kateashaw,35.679375,18.0685,14
rejection,15.816672,16.47251,14
mcgeezer,32.3037,19.139948,14
quancyclayborne,22.11278,10.884188,14
lavrov,32.811333,8.78496,14
weighed,36.99182,12.037535,14
beliefs,26.424084,5.7234573,14
phenomenal,27.489624,34.993073,14
perjured,-49.300915,-54.057243,14
rebuilt,-37.081806,37.947197,14
trading,17.03955,-10.157547,14
tipping,26.044836,8.469417,14
hawks,-59.898556,-39.525745,14
pattysm,18.863945,38.994175,14
scripture,27.145653,23.68105,14
