token,umap_2_component_1,umap_2_component_2,word_count
labor,-3.33719,9.326422,24
hostages,-1.161642,11.285928,24
tragic,-5.0177627,6.8279834,24
teaching,-2.2649782,11.249206,24
incomplete,-2.8255203,9.541164,24
underscore,-2.7227898,8.491311,24
futile,-1.929488,9.925478,24
parliamentary,-3.629144,11.175195,24
english,-2.1295528,3.9117124,24
hun,-0.8267986,11.317752,24
symbolic,-2.0780814,9.70401,24
cray,-3.2626722,12.413312,24
smiles,-1.6553758,12.085802,24
xa,-2.3902144,13.156322,24
revdrbarber,-3.2277648,11.60469,24
goods,-3.6231618,11.599966,24
acknowledg,-2.5127137,9.306253,24
sum,-1.0894485,9.606957,24
exercised,-2.3290825,9.888695,24
sundayfutures,-1.4139662,12.332363,24
fly_sistah,-4.635573,10.893544,24
ulms,-1.6239482,13.249827,24
jg,-2.4374106,12.926292,24
differ,-2.305652,9.779532,24
devastated,-3.4322019,10.974867,24
treachery,-3.1618867,12.566137,24
killer,-2.677613,12.561433,24
sharylattkisson,-4.4336576,9.92283,24
christine,-2.0091136,9.48911,24
vq,-2.602872,12.748837,24
stains,-3.5418828,11.757356,24
flipthesenate,-2.1283538,12.484385,24
rgmtau,-2.2116048,13.103933,24
lists,-2.7139523,11.915765,24
imbecile,-1.7081556,11.752731,24
processes,-4.977805,6.6320395,24
respectfully,-1.0010917,12.062616,24
filings,-3.3026788,9.702633,24
momentum,-3.5409153,8.66105,24
rod,-3.2707484,10.10695,24
hk,-1.8682517,12.9952755,24
representation,-2.1889694,9.518298,24
satan,-2.4241128,12.056654,24
mikedebonis,-4.3326416,8.700019,24
twee,-2.9274697,12.209362,24
realg,-4.073799,11.925194,24
hueypnewton,-3.4477212,12.024545,24
nncrl,-2.2602434,13.08607,24
functioning,-2.1513946,10.586993,24
wonderland,-3.0278158,10.995095,24
katiehill,-3.0948267,12.806096,24
dncwarroom,-4.6982203,10.13397,24
ronbrownstein,-3.4717216,10.80878,24
sacred,-3.5842237,5.044758,24
flying,-2.9139252,12.156984,24
katrinapierson,-2.4931192,12.676899,24
closet,-2.6012175,11.394982,24
ufg,-2.2735527,13.110552,24
ezridersos,-3.905466,11.170761,24
dares,-3.05734,7.0410824,24
fisagate,-0.35994864,11.6125,24
root,-2.7882886,8.700229,24
naked,-2.3437715,10.200103,24
ih,-1.7395105,13.139961,24
emerge,-2.6004505,9.268226,24
hesitate,-2.09304,10.269013,24
propose,-3.812943,7.7005816,24
orchestrating,-2.7251754,9.359375,24
resorts,-2.4272745,9.411689,24
screamed,-4.8195486,8.533378,24
developed,-2.0597067,9.637536,24
vest,-2.249008,13.060229,24
pace,-1.8048246,9.313176,24
labeachgal,-3.3944695,12.26665,24
posting,-2.8992965,10.010189,24
unconstitu,-4.223029,9.661769,24
denny,-0.9622983,13.072908,24
corygardner,-3.0716045,10.577229,24
goose,-1.6617255,11.015818,24
barbara,-1.6307755,12.862114,24
incre,-2.3379064,10.7497,24
hmmm,-4.2680197,10.1150255,24
ceo,-2.0262237,12.411662,24
loeffler,-3.1703758,8.938705,24
robertjohndavi,-3.939638,11.793304,24
injustice,-3.3085303,9.553969,24
discloses,-1.2585773,12.3088,24
contract,-2.3270338,10.331615,24
wro,-3.1751995,8.076604,24
zi,-2.3004823,12.776415,24
collecting,-1.7539843,11.801813,24
canard,-1.4031672,12.467768,24
violent,-1.5012945,10.578272,24
foresaw,-2.1288524,10.853852,24
emolclause,-3.0161703,13.072475,24
deplorable,-2.250528,12.472096,24
davidgura,-3.1398716,11.947688,24
organize,-2.936791,12.755559,24
careers,-1.8204085,10.732373,24
neuter,-2.1708567,10.290269,24
voxdotcom,-3.4476368,12.71436,24
billboard,-1.8100835,12.090443,24
bx,-2.0792193,12.762159,24
kkk,-1.4320536,11.878552,24
cornered,-3.3268914,11.226891,24
nbcnewsthink,-3.5265198,11.446108,24
boorish,-1.9873629,11.305878,24
pc,-2.1751752,12.955438,24
toilet,-2.8880947,8.109789,24
ib,-2.7002025,12.944784,24
buddies,-2.508075,9.862555,24
pvaffipyp,-3.4732459,12.230197,24
reso,-2.2637267,11.400953,24
trumpstudents,-4.3063874,10.064195,24
identified,-2.2754366,11.628239,24
ideas,-2.463256,11.380105,24
bxikxa,-2.9950771,12.778641,24
madman,-4.908676,9.806787,24
larslarsonshow,-4.013809,11.182012,24
lawlessness,-3.417255,11.779402,24
comprehend,-4.191992,11.305269,24
qy,-3.661956,11.885825,24
conti,-4.800074,10.41078,24
advocated,-3.3799686,10.54991,24
pearl,-1.9966334,11.362552,24
alexsalvinews,-3.4006245,11.469348,24
documented,-3.1647425,9.010093,24
vendetta,-2.648599,10.176966,24
notwithstanding,-1.6318622,11.630131,24
riggi,-2.6805391,12.847149,24
mcc,-3.0515137,7.730312,24
psych,-2.0025601,12.770841,24
straightforward,-2.834859,12.04484,24
midterm,-2.0038807,11.719333,24
inconsistency,-3.0851958,12.314573,24
connect,-2.8924768,12.07619,24
corporation,-1.9033072,12.52881,24
decrying,-2.5405893,12.375825,24
barbaraboxer,-3.4118693,11.882459,24
kokomothegreat,-2.2419848,12.3424635,24
gigicmka,-3.6593957,12.413993,24
somethi,-3.727337,11.4888735,24
volunteers,-1.0197122,11.210855,24
nut,-2.530451,12.856074,24
monkey,-1.9062748,12.691886,24
finale,-2.3130133,12.50891,24
anniegabstonh,-4.753965,10.101566,24
grip,-2.8159719,10.703197,24
income,-1.7219975,10.391342,24
republi,-4.3005815,11.304097,23
expansion,-0.91952956,11.853176,23
frankiefante,-1.990501,12.827412,23
pathologically,-2.363954,10.887014,23
donor,-1.4706445,10.858077,23
qk,-2.6083314,12.305331,23
pains,-2.7154264,11.930244,23
finisher,-1.4360663,11.786676,23
services,-2.22376,11.226699,23
civility,-2.5923944,11.515114,23
ae,-2.6072533,13.003811,23
wildpalmsltd,-4.6210184,8.847276,23
consists,-1.5940737,11.070809,23
proc,-2.9193652,12.5741205,23
dodd,-0.11110628,11.776741,23
deceptive,-1.7392377,13.003973,23
probes,-3.4362874,7.7472744,23
comm,-3.7834454,8.535639,23
undergo,-2.7260745,9.486917,23
lzeaprqgna,-2.827127,12.034338,23
appalled,-3.423169,11.169636,23
tf,-4.373661,11.29383,23
gusher,-2.741392,10.995377,23
communication,-3.1619904,10.567142,23
petulant,-3.016725,11.915371,23
derek,-0.63986826,12.135216,23
caves,-3.7649364,10.258931,23
hire,-3.8256252,8.596594,23
fighti,-2.5508144,12.50956,23
tz,-2.7013955,12.417765,23
minions,-2.4030526,10.45783,23
vindmann,-1.2866025,11.4616375,23
endorsement,-4.028122,10.345966,23
intemperate,-1.9689409,11.354201,23
aanvuqjfwh,-2.618413,12.929298,23
suffering,-1.3976712,10.548481,23
godlovesusa,-2.8025358,12.273381,23
cancelled,-1.9699074,11.805767,23
markjacob,-3.9473703,11.80756,23
lionizes,-1.1838605,11.278808,23
publish,-2.5546918,10.791786,23
gorsuch,-1.923988,12.168608,23
mchkrem,-2.5576599,5.8371105,23
brighten,-0.3777143,12.422923,23
brazenness,-2.0024197,12.51503,23
crippling,-3.1908615,11.160616,23
kirk,-2.8544664,11.880561,23
slipping,-2.699871,11.881266,23
logs,-1.1907881,10.797301,23
imprisonment,-3.883338,8.066593,23
infected,-2.0755122,9.453546,23
oo,-3.4930809,12.333301,23
proces,-2.8200746,7.001202,23
uncle,-3.3002436,10.652713,23
jm,-1.8809173,13.329216,23
automatic,-2.6128223,11.567178,23
commands,-1.4856683,11.083084,23
lout,0.34237477,14.185511,23
thankful,-2.8990302,8.91848,23
trails,-1.121531,13.067442,23
bn,-2.7349045,12.252226,23
follo,-2.9676883,11.887585,23
repchiproy,-2.7528124,12.605903,23
cxqtar,-3.0038238,12.202119,23
petesouza,-2.9903712,11.503848,23
cknyq,-1.7380148,12.855204,23
ericholder,-3.1894531,12.271442,23
wishes,-3.6985269,11.623604,23
gue,-2.5409646,11.125935,23
doe,-2.9102952,12.177113,23
arrests,-3.8165743,10.370997,23
belong,-3.6698427,8.609965,23
thhour,-4.152961,11.467759,23
viewing,-3.426122,9.325608,23
gstephanopoulos,-3.3880622,11.84174,23
redpill_beena,-3.9750302,11.406518,23
map,-3.6605616,8.38386,23
separati,-2.244567,11.958502,23
jbf,-4.9943733,5.9001207,23
antonio,-0.8454305,13.067924,23
madrid_mike,-3.1627996,11.9318,23
lobbyists,-2.1394987,12.251025,23
applies,-2.5521176,11.255149,23
kenstarr,-2.8234303,11.354664,23
mattklewis,-4.8227434,10.580267,23
condo,-1.9996434,11.848647,23
coy,-2.7516267,12.8316,23
troop,-1.1694747,11.84017,23
operate,-2.8928173,10.442121,23
rbg,-4.2675295,10.882666,23
dangchick,-3.5263178,11.486739,23
todayshow,-3.785774,8.584935,23
gathered,-3.103214,10.439252,23
alley,-2.0183218,5.5804152,23
photoshopped,-0.80415434,12.728959,23
concerted,-2.4848301,10.830362,23
impasse,-3.9670784,9.919835,23
presentations,-2.8298883,7.2780333,23
corps,-2.85885,10.896302,23
olivier_patti,-2.9142542,12.673928,23
manufacturing,-1.0747654,11.80427,23
rachaelmbade,-3.5513856,6.797339,23
importan,-1.7401696,11.409203,23
wildly,-3.5751247,12.294586,23
deepstate,-1.8136326,12.774642,23
parenthood,-0.6849369,11.322349,23
refute,-3.3757942,10.785343,23
donating,-1.2824596,11.28469,23
extend,-3.744093,9.132121,23
inde,-2.2962332,12.849734,23
scammer,-2.105096,12.252456,23
gw,-2.3049173,12.747114,23
perry,-0.9395228,12.181675,23
fcoytur,-1.9557738,12.307476,23
debbielesko,-1.265399,12.821362,23
hirin,-0.96177495,12.980236,23
wounds,-1.8823398,10.819012,23
monumental,-3.5739286,9.565218,23
science,-3.6872692,12.022215,23
mkkz,-1.0098926,12.92271,23
yjcyc,-0.90383816,12.70933,23
sleepless,-2.4260416,12.044498,23
wears,-2.419192,12.90292,23
bondy,-2.645349,11.845696,23
motivating,-1.4273341,12.605684,23
reviewing,-3.1994858,9.577203,23
haters,-3.465584,11.337833,23
sahilkapur,-3.675641,10.285521,23
drjasonjohnson,-4.029835,11.494813,23
shuts,-2.6106758,8.93454,23
hz,-2.4272594,13.121015,23
dudghjwqmv,-3.930416,11.599002,23
parliamentarian,-3.16517,10.638794,23
sample,-2.1041446,12.972005,23
grahamledger,-3.3426156,11.402891,23
kylekulinski,-3.528265,12.348638,23
eme,-3.5492136,11.265327,23
rschooley,-4.267073,7.638995,23
schmucks,-1.8494849,11.614152,23
leftwing,-1.9139049,12.57336,23
rambled,-1.7616472,11.97024,23
targets,-2.1045473,9.1436825,23
vicster,0.5480131,14.301946,23
abigail,-0.7818793,13.08383,23
wr,-4.424401,10.210527,23
harry,-1.9132478,13.027852,23
phyllisj,-2.6527488,12.858254,23
billmaher,-4.358508,11.312367,23
judi,-3.3612175,11.112552,23
landing,-3.900641,8.295832,23
shoul,-3.3385832,8.986086,23
attendance,-3.392465,3.9499505,23
implodin,-2.9492855,12.823762,23
recalled,-1.610061,12.016219,23
gall,-2.8507414,10.341146,23
introducing,-4.260755,10.667524,23
whoops,-3.2291374,12.417591,23
mcadams,-0.8799277,13.142748,23
shimonpro,-3.711686,12.767671,23
dabeard,-3.2840128,9.912079,23
eviscerate,-2.352356,12.094202,23
jp,-3.1549118,12.351518,23
jctheresistance,-3.8612387,9.822897,23
gregnorberg,-4.463065,11.167941,23
reciprocity,-3.7169025,11.127568,23
blo,-3.505516,10.06213,23
americausa,-3.3111846,6.007708,23
jriden,0.4836261,14.266654,23
places,-3.2719321,10.46567,23
skinned,-2.6763759,11.385885,23
muddled,-2.838433,11.686542,23
adm,-3.0633025,11.640636,23
owed,-2.495115,12.448582,23
ux,-2.1517549,13.215434,23
foul,-2.506235,11.809321,23
franjerkington,0.34355336,14.182663,23
captain,-2.928685,12.761966,23
sarcastic,-2.5143995,13.068837,23
azscorpion_tail,-3.8802154,12.557824,23
stained,-3.1202478,11.482547,23
bout,-3.0129213,11.297499,23
fridaghitis,-1.6874146,12.9238,23
unco,-2.6484654,10.915977,23
congr,-2.6697073,8.951467,23
walkedawa,0.55745053,14.316728,23
atumpkins,0.54795736,14.311731,23
defendants,-2.703881,10.95625,23
facethenation,-2.8508687,10.921638,23
ugr,-2.6117697,12.760615,23
rickyqvaughn,0.5605005,14.309989,23
rzevh,-2.610173,12.739231,23
skiiryne,0.5638306,14.308862,23
morning_joe,-2.4572005,11.20105,23
fiery,-2.2003963,12.669571,23
tucson,-1.7437254,10.918849,23
conspire,-2.5897903,11.05449,23
vh,-1.5906268,9.057315,23
mistrial,-3.4356968,12.0826645,23
reaching,-3.0636365,9.026815,23
disrespect,-3.3687384,9.093492,23
muel,-3.2016923,11.1460085,23
pjc,-1.6790068,13.068607,23
project_veritas,-0.5968567,12.429631,23
aft,-4.618882,8.118956,23
hd,-2.3671906,12.946602,23
ladyredwave,-3.8565578,10.864717,23
proposing,-1.9418337,12.541044,23
martial,-1.6599567,12.970046,23
ari,-2.3867416,12.486127,23
expectations,-2.3387363,8.596452,23
evm,-2.2099988,13.323411,23
cheats,-3.5682547,11.139916,23
battles,-2.3863692,12.365838,23
bullying,-4.0616813,10.388526,23
zndfm,-2.2986803,11.860332,23
sid,-4.3666677,10.02834,23
deficit,-1.4368758,11.498855,23
qabff,-1.7814895,13.028911,23
soaring,-2.1273422,12.65163,23
vacat,-2.8801446,12.639183,23
coo,-1.8790004,12.7851715,23
canadians,-2.4112022,11.360202,23
eminently,-2.9545577,10.742845,22
sdr_medco,-3.9300659,11.717739,22
cheering,-2.3360088,12.033689,22
profound,-3.8308046,11.952566,22
nominate,-3.948404,8.600753,22
sooo,-3.603109,4.050949,22
mountain,-2.1642473,12.077379,22
infuriating,-4.236137,10.757884,22
oversaw,-2.8093123,10.001375,22
realdonaldtrum,-3.3280716,11.45871,22
conspired,-3.4602451,10.161234,22
proudest,-2.800486,9.8920555,22
igs,-2.5004854,10.055197,22
incoherence,-2.9049435,9.443448,22
throug,-2.885881,11.25787,22
hence,-3.631602,12.214288,22
cqqwnny,-2.6777785,11.700797,22
nm,-1.8527527,13.104678,22
chooses,-1.6922026,8.482372,22
mexican,-1.1241394,11.400239,22
assa,-3.056403,11.228659,22
questio,-1.398255,13.053439,22
conor,-0.9076285,13.064835,22
veep,-2.6371057,12.913519,22
remaining,-2.2116108,9.071321,22
bingo,-3.287029,7.0635033,22
shadow,-2.5554833,4.211007,22
demented,-3.0786932,11.311551,22
consulting,-2.7765625,10.411326,22
julio_rosas,-1.504722,8.906625,22
sergiogor,-2.6118271,10.658386,22
kat,-4.182301,10.966854,22
storms,-1.4930365,10.277054,22
recognition,-1.099881,12.352976,22
reckoning,-4.798912,8.675704,22
urzu,-2.3118098,12.120242,22
woqb,-2.3230438,12.328587,22
protester,-2.2743158,9.433402,22
spockresists,-4.923194,9.750044,22
justi,-2.8827019,6.258963,22
cooperate,-2.8461752,9.375341,22
highlight,-3.3047252,3.795727,22
stopthemadness,-2.6716976,12.482428,22
scattygenoffice,-1.2243265,11.640489,22
riotwomennn,-2.7635634,12.108463,22
pismo_b,-2.750212,12.185864,22
chorus,-4.080191,8.666536,22
dumber,-1.5605996,9.044884,22
consciousness,-2.1140118,10.94767,22
jfnyc,-3.4028592,12.244191,22
expanded,-3.5845509,11.2933235,22
sport,-1.7247142,10.762224,22
compromise,-3.3714294,6.023271,22
initiative,-2.2609975,5.297481,22
flu,-2.716051,11.951647,22
vowed,-2.8792353,4.7150874,22
ol,-4.3277173,10.900829,22
thrilled,-3.536665,11.683113,22
gush,-2.3162594,12.6673765,22
bow,-3.3103905,10.605742,22
condu,-3.700527,9.840478,22
covington,-2.017778,11.389192,22
driver,-3.2598023,11.834371,22
staged,-4.602343,6.484414,22
declassify,-1.499963,11.842486,22
sayin,-4.314893,10.460299,22
gown,-2.419565,13.016322,22
villa,-2.4047203,12.97651,22
wildwood,-1.2904797,12.2207985,22
governed,-3.1457498,10.062948,22
feder,-2.4739816,11.322056,22
iw,-2.528889,13.060113,22
rul,-2.3900652,10.694179,22
oct,-2.541496,5.745656,22
grinch,-2.76542,11.917636,22
pub,-3.5376685,11.735737,22
darhar,-3.5990963,10.476716,22
collapsed,-2.8128312,10.918822,22
crush,-2.8904028,11.808395,22
persevereever,0.09122425,13.0807,22
sacrifice,-2.6805282,10.915103,22
pushforward,-4.3629017,11.334196,22
spinners,-3.2352748,10.726657,22
sword,-2.857199,11.377841,22
trumptrain,-3.8500462,11.084053,22
canceled,-2.7112606,6.7190294,22
incl,-3.684183,12.106137,22
pulls,-1.4613177,10.306198,22
fellatio,-2.860593,12.367662,22
players,-2.3379648,9.2965,22
architects,-2.753323,9.150882,22
twelve,-2.9190047,9.008596,22
coherent,-1.352516,9.136731,22
unique,-2.5350955,11.113743,22
yc,-4.945648,9.236116,22
exculpatory,-3.0248573,10.742022,22
holdout,-2.690547,9.043831,22
dated,-2.5904765,12.336456,22
doofuses,-1.9336382,9.898998,22
voluntarily,-1.2000737,11.5443735,22
island,-3.8705697,11.846594,22
framed,-4.2468343,8.572785,22
gosar,-2.3684738,12.903681,22
oddly,-3.2386513,11.073087,22
wastin,-2.7802064,11.44332,22
awakening,-2.893767,10.78825,22
loaded,-3.0102112,11.620817,22
behave,-4.1737256,11.015245,22
keysto,-2.0310316,10.885214,22
jewish,-2.78073,12.305265,22
jmifs,-2.3187823,13.354041,22
clunkers,-0.10283444,11.781111,22
waffling,-4.327362,10.555098,22
lowered,-2.0845032,10.66396,22
smalltownandrew,-4.3640203,10.645198,22
condor_law,-2.829049,11.602702,22
detailed,-3.9259129,10.269981,22
achieve,-4.4588842,8.767426,22
consequential,-3.7769744,9.812797,22
hints,-4.752072,8.364174,22
warrior,-2.052365,12.544165,22
grievances,-3.7742202,10.276684,22
meenpobwz,-3.12865,10.731165,22
charming,-2.4675415,11.7665615,22
collection,-2.3059351,12.516112,22
throated,-2.5757196,11.449226,22
maniacs,-2.5457683,12.877314,22
sports,-2.7719834,12.26809,22
grounded,-5.1828403,6.4828205,22
independant,-4.712101,7.0165424,22
dammit,-3.5926206,11.073186,22
mor,-4.274926,6.9451666,22
marcthiessen,-4.453357,11.2870245,22
lik,-4.5481195,8.970919,22
logical,-5.2226872,6.790092,22
brien,-1.5238138,10.527406,22
iminhisbook,-5.1597633,6.042808,22
innocen,-1.5394177,11.664412,22
gotjackd,-4.5459704,9.2822485,22
avera,-2.5275366,10.939335,22
trut,-3.281835,10.037576,22
execute,-1.97332,11.276693,22
countless,-4.018969,8.771556,22
wives,-1.5161033,11.2488575,22
louder,-1.6119816,9.038443,22
marthamaccallum,-2.2303946,12.245509,22
worries,-3.7929575,3.441764,22
langu,-2.1761,10.497592,22
tick,-2.2271106,12.218825,22
ldy,-4.01896,11.380633,22
mp,-2.6298275,12.993738,22
hurricane,-0.34641257,11.662548,22
perceived,-2.4245741,10.87108,22
ccm,-4.3820143,10.032157,22
weaponizing,-2.9461443,8.694406,22
dadt,-0.13080618,11.759884,22
aiiamericangiri,-3.7580864,8.914671,22
professionals,-1.8996729,10.118157,22
confined,-2.3247628,12.924458,22
thaddeus,-1.9344971,11.756467,22
briefings,-2.4206767,4.2897563,22
elite,-2.1169794,12.266251,22
railing,-2.5712135,10.170248,22
legitimately,-4.7597065,9.225927,22
tcpigott,-4.0926013,11.003712,22
aaronaretools,0.540019,14.294094,22
adamserwer,-1.3824447,12.769428,22
exquisite,-0.96092993,12.42305,22
timwofct,0.47761875,14.259307,22
bdomenech,-2.43213,12.521005,22
cocaine,-2.586445,7.369263,22
reassure,-2.5650015,12.756749,22
peacefully,-4.022982,10.575428,22
collective,-3.689121,12.0071745,22
knots,-2.3965094,12.152109,22
bigotry,-1.5418717,11.541946,22
joyce,-3.0002518,8.717402,22
zswxbskld,-1.8399873,10.168718,22
hyping,-1.8006126,11.835447,22
string,-2.4413328,12.479578,22
fame,-2.8702898,10.282976,22
consti,-3.244807,11.565292,22
threa,-3.6340394,8.636127,22
advising,-2.1943564,9.049793,22
questi,-3.4231775,6.633793,22
pundit,-2.8185456,12.584818,22
zl,-2.1446686,13.177081,22
electronic,-1.7293545,11.486673,22
xkm,-3.9348714,11.648504,22
garci,-3.9180021,11.724312,22
outnumbered,-1.6555383,11.246606,22
disclosed,-2.435173,10.776366,22
distorted,-3.2247934,11.401874,22
financia,-2.541622,10.926036,22
discredit,-3.2357206,9.875149,22
rc,-2.5629416,13.017393,22
bif,-1.9055315,13.056622,22
portland,-1.6847621,11.611005,22
jur,-2.4998984,10.486998,22
kavanaug,-1.0858454,12.77872,22
brooklyn,-1.0658456,9.724328,22
loot,-4.180969,8.440671,22
undemocratic,-2.406511,12.800445,22
woods,-3.256254,9.666331,22
writer,-2.8526118,12.956855,22
catholic,-2.7554436,12.226624,22
manipulate,-4.066831,9.91045,22
khou,-1.4370867,12.126519,22
unearned,-2.6113138,11.370813,22
injuries,-1.1094646,11.068059,22
oce,-0.14424963,11.749875,22
tanking,-3.061009,7.173259,22
reign,-2.1803327,9.194174,22
ezralevin,-3.1136436,12.137856,22
greed,-3.1069665,9.667973,22
tampered,-0.20718539,12.249948,22
commissio,-2.2825549,11.486505,22
fuels,-1.7817441,12.626434,22
ndlb,-3.9828494,7.472728,22
broadcasting,-3.64053,9.216864,22
pointedly,-1.8388414,10.810846,22
competition,-2.540016,10.168847,22
chicken,-3.4822674,12.212118,22
watspn,-1.9904143,5.918831,22
extraor,-1.6584232,12.033173,22
usmcsdi,-2.1013122,5.5096636,22
catmandu,-5.1962166,8.546382,22
bidding,-2.9423754,7.924936,22
clandestinely,-0.67158556,12.124801,22
bbcworld,-4.489655,10.727007,22
tombstone,-4.2251787,11.107927,22
frightening,-2.5845063,11.097958,22
deflects,-3.637182,11.348466,22
latiffani,-3.7965965,11.024354,22
mmflint,-3.0920415,11.796944,22
perpetual,-4.100462,10.7818,22
refresher,-2.2107632,8.075676,22
strip,-3.0288305,9.356465,22
exploitation,-1.9716276,12.866324,22
paragraphs,-1.89728,9.962394,22
presidenc,-2.1317527,10.532718,22
ohnoshetwitnt,-3.550706,11.732602,22
exculpat,-4.6841054,9.442764,22
toddler,-3.6979868,9.71285,22
conspiring,-3.1650264,10.123022,22
struggling,-3.6542385,10.451712,22
allred,-0.95934814,13.18737,22
brat,-4.557427,10.77942,22
ron_fournier,-3.541854,11.528776,22
rallying,-2.986581,7.5120335,22
asimplepatriot,-3.520249,11.70308,22
prote,-4.463125,10.637335,22
fath,-1.713599,10.664984,21
franksowa,-3.055554,12.919319,21
diverted,-1.3139166,10.403993,21
fai,-4.0004616,8.083749,21
pra,-2.8580825,7.7691903,21
mccabe,-2.5719402,8.325847,21
undoubtedly,-3.3874753,6.6822467,21
priority,-2.7866654,10.306999,21
eyesonq,-3.9787726,11.483211,21
cripples,-3.1879284,10.941391,21
fam,-1.7125849,11.767337,21
lifting,-1.1840695,11.938789,21
buttercups,-1.0467305,9.66972,21
ahgqhwh,-4.280876,10.740297,21
horror,-3.4578848,11.241234,21
vio,-3.4061508,8.035625,21
js,-2.7022345,12.8557205,21
seditious,-3.6556191,10.546744,21
deplorables,-2.8796782,11.835803,21
dailysignal,-2.7168386,12.230762,21
disputes,-3.9055367,9.902048,21
michaelbeatty,-4.0412607,5.635167,21
misusing,-1.3720654,11.208047,21
newsbusters,-3.8232121,10.670367,21
salient,-3.4944584,10.694476,21
rants,-2.1574507,10.749497,21
hanianempress,-3.3407724,12.651988,21
banner,-1.6261421,12.090776,21
russ,-3.0272815,11.73063,21
suspending,-1.2108889,12.435936,21
intervene,-2.6398175,7.1448283,21
excitement,-2.1686199,12.717601,21
realtimers,-2.09919,10.012147,21
theleadcnn,-3.7486627,10.447722,21
groundswell,-2.9240916,12.186422,21
influenced,-2.076003,10.250625,21
nex,-1.5743464,8.997927,21
pompano_pete,0.47956404,14.273778,21
moscowmit,-3.1552641,11.5557995,21
realistically,-2.192279,10.710124,21
lawfare,-2.0612836,9.341515,21
honking,-1.3228589,12.427008,21
imaginary,-3.109727,11.464384,21
ideagov,-3.8977554,11.454268,21
msfflynnerland,0.367341,14.20691,21
sundncefn,-3.684115,11.2429085,21
awaiting,-4.8211656,10.787687,21
oc,-3.1747854,12.507714,21
officialjonzal,-5.079043,6.0238547,21
portion,-3.8287604,9.1154375,21
branded,-2.8140645,10.396593,21
groundwork,-5.320587,7.62017,21
sensherrodbrown,-3.2306235,12.293266,21
kx,-2.6073687,12.9932165,21
addi,-2.351703,11.420667,21
dirtydonald,-3.3214607,12.294641,21
hardballchris,-4.1675916,10.28842,21
moti,-2.4678688,10.413397,21
flawless,-2.8030245,10.711715,21
raiklin,-4.805404,7.3192997,21
liked,-4.3859634,10.658284,21
reedgalen,-2.4016535,12.065698,21
austin,-2.0196319,12.1684675,21
cajun,-2.1840985,9.010661,21
advisors,-3.4015813,10.095648,21
decisio,-3.5529594,9.820148,21
leakers,-1.6793768,11.632742,21
geterdone,-3.2181587,9.546727,21
mccaskill,-2.2035878,9.028505,21
affirm,-2.9454567,11.166157,21
glory,-2.2090588,12.748902,21
cart,-0.8413214,11.3744135,21
belladoll,0.5110088,14.290496,21
shine,-4.029012,11.470519,21
ripgop,-2.915853,12.292275,21
hogan,-0.8942922,12.921109,21
disagrees,-2.8200178,11.775826,21
tk,-2.4503133,12.912146,21
cemented,-1.251509,11.218536,21
recipient,-2.9269068,9.891736,21
edavies,-5.0885386,9.818911,21
tinabarbee,0.5300082,14.302666,21
johnfcorbin,-2.9307904,12.186317,21
helicopter,-2.4080756,11.372469,21
asserts,-2.40276,4.823885,21
ranttmedia,-4.3697734,8.992913,21
infrastructure,-1.8348552,10.16948,21
goi,-2.956801,10.661926,21
duri,-3.252762,11.023346,21
estate,-1.2848531,10.941799,21
assaulted,-2.154385,11.197045,21
controversial,-3.4476054,10.24938,21
someon,-2.349432,12.775341,21
criteria,-2.8292353,5.4924545,21
affect,-2.4527762,10.591864,21
performed,-3.432085,11.855653,21
isellmpls,-4.156837,11.5794325,21
realgspatton,-4.1302757,10.467923,21
harmed,-2.7675574,11.571296,21
cognitive,-2.4847872,11.328804,21
collude,-2.9382424,12.299198,21
lsqrsmkilx,-2.7382932,12.507143,21
permitting,-2.0973098,8.661903,21
fm,-2.007217,13.099392,21
germany,-3.1597557,7.0736156,21
wrapping,-0.8593342,9.629693,21
murdering,-2.2291837,11.522511,21
morningmika,-3.967434,12.093287,21
nations,-2.0514436,9.570949,21
iubp,-2.352005,13.124162,21
garden,-3.0443156,11.794669,21
rolls,-2.092001,9.416448,21
kentuckian,-1.4984946,12.523618,21
lately,-3.3167305,12.390014,21
paragraph,-2.5645893,10.47455,21
studying,-2.0522234,11.089089,21
comical,-1.9988058,12.053981,21
rephankjohnson,-3.5810726,11.314748,21
activities,-1.385262,10.94577,21
opera,-2.866678,12.423205,21
xr,-2.467024,12.893536,21
qnaf,-2.3990242,13.071129,21
johnrjohnson,-5.050918,8.757378,21
pressing,-1.6003754,11.980572,21
assaulter,-2.8636558,12.485077,21
testif,-4.193032,10.541883,21
smell,-4.5387573,9.820063,21
banana,-3.8096888,10.2234335,21
boycotting,-3.076094,11.22366,21
ohioans,-2.692265,12.69914,21
nevertheless,-3.0662107,11.429211,21
normeisen,-3.084962,9.94157,21
burns,-2.1956222,12.663676,21
grade,-3.5146072,10.818251,21
tow,-2.5045855,12.833626,21
sons,-2.6027205,11.515323,21
yelled,-3.5098784,9.48111,21
culture,-3.5756223,9.834768,21
persists,-2.8815162,12.191876,21
bravely,-1.4243429,11.470524,21
amazed,-2.6577759,11.227831,21
stephanopoulos,-1.5587237,12.621485,21
applause,-2.0891845,11.4270735,21
politicizing,-1.4110787,11.587212,21
condition,-3.329068,11.730547,21
lisamarieboothe,-5.1971393,9.598418,21
lockstep,-2.6893775,10.643639,21
