token,umap_2_component_1,umap_2_component_2,word_count
explanatio,-4.5735407,5.6059246,2
kip,-3.4053056,4.046179,2
districtdawg,-4.533606,8.212317,2
hwexu,-4.367335,6.8249035,2
xxqx,-4.419389,6.5985136,2
tdpsx,-4.450431,6.6209855,2
cemetery,-2.7324023,6.219864,2
hannah,-3.538435,5.8833137,2
kris,-4.765233,7.51063,2
heros,-2.5788217,3.7973814,2
aal,-4.9767413,6.657001,2
soonergrunt,-4.8469214,7.909854,2
joinjaime,-4.420218,7.8781805,2
pairing,-4.515819,7.207483,2
realmcbizzo,-4.326752,6.7963204,2
qanons,-3.5268388,3.8853748,2
itsgoodtoberaul,-3.9629102,4.714001,2
peterhamby,-4.411315,7.1230426,2
fvbi,-4.534987,7.0307097,2
jjcv,-4.317498,6.9326105,2
gvgo,-4.442128,6.8882813,2
brainiac,-3.7091687,3.9970462,2
dvefqropp,-4.5558004,4.486221,2
dbhl,-3.1650155,6.276204,2
bimbo,-3.3151608,6.2690706,2
deeep_state,-3.5248272,3.3102224,2
ukrdvyu,-2.983023,4.7319155,2
barter,-3.0708232,4.8269753,2
fractured,-4.037774,5.6172523,2
copyright,-3.8256164,4.3334513,2
davidwright_cnn,-2.5119739,3.564499,2
realeftypickit,-4.0164976,4.6462917,2
akk,-2.5386727,3.9170036,2
prevailing,-3.0886147,3.8758929,2
fixit,-3.8357148,4.9637504,2
mrveritas,-4.439456,5.2797017,2
embarrassmen,-4.0701246,5.885724,2
yegriveredm,-3.0546155,4.181842,2
mikercarpenter,-2.5050917,3.6710951,2
bngzfjarcw,-3.68178,6.728322,2
uzatzyqkjk,-4.110973,7.124679,2
dahmer,-3.3415082,5.7671995,2
egomaniacal,-4.332879,6.583908,2
litigated,-2.3570063,3.4025667,2
ighllgbftj,-4.169092,4.438076,2
craze,-2.426785,4.171104,2
hrrz,-3.3150506,4.8602695,2
rfcgzo,-4.899279,6.345521,2
immense,-2.5277586,3.961156,2
eqzrvxq,-4.205432,6.770146,2
garyzettle,-3.6941435,3.8085737,2
jonreynolds,-4.7494497,7.305541,2
jazz,-4.3952866,7.011919,2
sltrib,-3.0794263,3.3862026,2
repgolden,-3.7466993,6.5137277,2
wzx,-2.8658528,3.4955904,2
misspelling,-3.8594458,5.290728,2
egwep,-3.935829,5.25641,2
beshear,-2.6751437,5.061688,2
eugenedelgaudio,-2.8288555,4.6010547,2
lemming,-3.20179,3.6078017,2
muddying,-2.4573565,3.5807695,2
pearl_of_truth,-3.537438,5.5400467,2
jaazee,-3.3706698,6.9090242,2
aph,-3.708014,5.5341244,2
significan,-3.537099,6.312489,2
xxwivafvp,-4.6924405,5.811684,2
qupxbh,-4.945966,7.9760933,2
ync,-4.876183,7.9665313,2
onwyul,-4.810904,8.118897,2
zum,-3.5398169,5.370091,2
skibbers,-3.4318304,3.584241,2
bjunly,-2.7340727,5.7575817,2
schakowsky,-2.7549596,3.337039,2
clarencemack,-3.2564752,5.5809784,2
lmm,-3.4747672,3.5287974,2
orgasm,-2.8055253,4.1193943,2
ostensibly,-4.935887,6.965876,2
cmargaronis,-4.381939,6.3926625,2
spilling,-2.6160443,3.6037476,2
myst,-3.108311,4.1870947,2
hzfhv,-4.7711253,8.942224,2
devalued,-4.0765038,6.3207803,2
mikebravodude,-4.786463,7.740359,2
ericmetaxas,-2.148618,4.67896,2
gxf,-3.0593996,3.8282287,2
detriment,-2.8049424,4.1433887,2
crazycake,-2.5999308,3.673469,2
faint,-3.4882042,5.0917377,2
disbelief,-2.4506402,4.3382473,2
harmless,-2.4557927,3.6362457,2
mendacio,-3.5534742,5.033437,2
hyperbo,-4.462409,6.8821445,2
irishpatty,-4.3331685,6.426612,2
barrr,-3.159409,4.480847,2
dal_pittsburgh,-4.3174057,6.4256616,2
ratio,-4.365105,6.5135717,2
hwyvd,-3.0769296,6.7353463,2
xsdw,-3.0415714,6.781633,2
awakenedoutlaw,-3.680428,7.7963386,2
trumple,-4.0679917,5.9860134,2
nickarama,-3.7147653,4.3854413,2
skvl,-4.081713,11.29111,2
ledama,-4.151606,5.9922385,2
vyt,-4.24099,6.437619,2
snicker,-3.1687303,4.037574,2
snort,-3.7089357,5.6991386,2
pleasesaveour,-3.5770807,3.8837934,2
humani,-3.7137132,6.2412076,2
kloa,-3.4551122,6.8261895,2
nxrmj,-4.1133986,8.107094,2
mbukumichael,-4.8088145,7.9328,2
biafrans,-4.202682,7.406076,2
dca,-4.6924295,6.868774,2
sourced,-3.5537329,4.86683,2
fab,-3.3196313,4.7252474,2
teddifish,-4.3375053,5.0708127,2
assesses,-4.5723915,6.2601852,2
req,-3.7567918,4.4652114,2
queenseagle,-4.2020082,9.652339,2
wrqttn,-4.3947854,7.887179,2
ztm,-4.2696104,7.7345057,2
tailspin,-3.2565596,6.7244287,2
carlottaclarice,-4.131316,5.0631557,2
dissonance,-4.3220644,5.9786086,2
terminal,-3.0550673,4.182539,2
immdxb,-3.7271495,5.5705237,2
dembats,-3.464699,3.693423,2
recounted,-3.1566713,5.901676,2
packe,-3.151213,5.23387,2
luof,-4.8198204,6.8816724,2
hfu,-4.8429184,6.7719526,2
swaps,-3.5398746,4.212444,2
standup_,-3.8426294,3.6740737,2
maligning,-3.6448085,4.7796936,2
umb,-3.6340697,8.550212,2
indiscriminate,-4.0178757,5.351307,2
vdy,-4.0522504,7.37529,2
clamors,-3.2850208,3.9390335,2
mrc,-3.628438,4.6650295,2
babyykaylaaaa,-4.947664,5.931193,2
danny,-4.6747465,8.408471,2
factsma,-4.001983,6.374971,2
boyfrie,-2.574809,3.7734506,2
thunderb,-3.9987257,4.710561,2
associations,-2.3311033,3.4977522,2
ringer,-4.421996,6.078276,2
gdqi,-3.2650588,5.877515,2
ppvvrsx,-3.7570608,4.94892,2
oxxmnfo,-3.5824072,6.7277207,2
emergingfrank,-2.6124294,3.1996038,2
zackford,-4.053681,5.113306,2
oracle,-3.2137332,4.00094,2
hahahahah,-3.2763183,3.4770265,2
debraraes,-4.911538,6.591689,2
sheepnomore,-4.436918,5.4710426,2
disobeyed,-2.902557,3.516404,2
newspa,-3.3497546,5.280739,2
johnalanjames,-2.9857845,4.657543,2
vypaal,-3.3550298,4.3345213,2
jimwindolf,-3.7841942,4.4955482,2
reasonin,-1.9810662,5.831775,2
perseveration,-1.9437758,5.738916,2
hindering,-2.740591,6.3360157,2
cliffschecter,-3.5106885,4.9888587,2
bpygvx,-2.6923935,5.3653197,2
nvu,-3.3968282,7.4750795,2
molratty,-2.8433173,3.9030864,2
qbtpfo,-2.814341,8.19958,2
kdi,-2.7602372,8.484042,2
alande,-2.8490193,4.962674,2
stevehosid,-2.8109877,3.5808322,2
wokemitt,-3.9539092,4.5494814,2
cosponsored,-4.0536766,8.848488,2
syu,-4.236765,4.3546677,2
cioovuwkhv,-4.240707,4.142513,2
rjhrrlfam,-3.1203175,4.738559,2
exuding,-2.6086621,5.564839,2
sos,-2.9204996,5.3654256,2
collinsforga,-4.641967,7.2451386,2
fedupwithdims,-3.8082962,7.347715,2
corroboration,-3.522812,4.0290565,2
invo,-3.692915,4.720926,2
tomcalvin,-3.4843128,5.099861,2
whacked,-4.394193,7.5519147,2
sharon,-4.2245264,5.333552,2
asidweber,-4.7041364,8.345903,2
decoder,-2.4966075,3.3564184,2
zebrafarm,-5.1633744,7.6295033,2
nrj,-4.201395,5.1939993,2
ligfhjohjw,-3.7455218,5.6249747,2
saveusanow,-2.405387,3.4060664,2
xotokvstpd,-4.643233,8.61118,2
mhdksafa,-2.7878006,3.3243325,2
dumpf,-2.9919248,4.5087314,2
uns,-2.1835904,5.800261,2
expc,-4.922883,7.576071,2
incompetents,-4.850024,6.781997,2
cfmpdgbt,-2.735532,3.4727945,2
costello,-4.3148017,7.301892,2
aan,-3.9486852,5.9706655,2
wrdd,-3.3617496,5.758453,2
rfa,-3.397667,7.127792,2
olynowlusi,-4.025077,4.699587,2
ewafwnkzvw,-3.4331114,5.147117,2
zhyxjs,-3.895118,7.969206,2
qkg,-3.8521738,8.450965,2
harrased,-3.8375177,8.531589,2
undetected,-2.8195255,3.2374732,2
ufo,-5.1782665,7.9375014,2
yshortcv,-2.0943618,4.8104305,2
jmojma,-5.257159,7.966279,2
jtligui,-2.7521095,5.376364,2
paddle,-2.0374691,5.9272614,2
vyvqqyycr,-2.0420756,5.974324,2
wield,-2.9515228,3.5081165,2
sda,-3.9678497,7.6008034,2
nxm,-3.0886605,5.0268116,2
attractive,-3.8009515,4.060494,2
luu,-3.3291247,6.55195,2
askme_idareyou,-5.031392,7.3784795,2
undisciplined,-4.7255836,6.929793,2
wgubjngnn,-3.0517213,3.4430137,2
snd,-2.7272584,4.940037,2
sval,-3.5565364,6.8481193,2
sigma,-4.6486106,5.737973,2
realnews,-4.0186324,6.3425183,2
fletcher,-4.226698,4.82781,2
asia,-3.72065,6.381386,2
jlq,-4.7255754,7.0651655,2
doofy,-4.688492,7.5629625,2
similarly,-3.1305728,4.2192416,2
thejokersfilms,-4.7658777,8.604966,2
agpndpx,-4.818582,8.324454,2
overstep,-3.140453,3.2987077,2
restored,-3.6826608,5.7125077,2
liberalismisame,-3.9396927,7.2400565,2
repvalde,-3.5862684,6.6905403,2
failur,-4.0248137,6.601997,2
gars,-4.359355,7.0308266,2
orbit,-2.4598918,4.9961524,2
gangofputin,-4.4311495,6.919509,2
goofus,-4.6333184,7.6916647,2
iranattack,-2.7947907,5.067257,2
resignnowtrump,-5.135032,6.9029837,2
jsbfvgtejk,-4.6742487,5.356356,2
nepyqtzlp,-4.406739,5.889757,2
paw,-3.3256767,9.013063,2
incorporated,-4.2053385,4.065123,2
kush,-3.0726898,6.144928,2
pompeomeltdown,-2.8978498,4.142264,2
byb,-4.3051558,6.057398,2
ldhyjxlc,-2.4445384,4.163198,2
miss_fedelm,-4.029932,5.3504257,2
poundstogo,-3.845926,5.409879,2
unremarkable,-3.268105,5.1963143,2
lgf,-2.795325,4.841352,2
dlewgy,-2.2399077,4.9648438,2
trumptreason,-2.552934,3.7500346,2
cleanse,-3.534766,6.409918,2
startelegram,-2.5264843,3.9678206,2
xme,-5.319693,7.0739384,2
pznwqzfj,-3.6203148,4.970822,2
zdbfwhrvog,-2.8039968,3.526539,2
cheerleader,-2.4946432,4.365055,2
entities,-3.0312262,4.8621206,2
oqeuwxfwv,-4.9911704,7.0318475,2
truthclips,-4.5207796,7.0885587,2
aceixi,-3.1405988,4.0806227,2
conseq,-2.8358233,4.0423155,2
edbott,-3.7439919,6.427205,2
therealdwoo,-3.6841393,6.6548223,2
dismissively,-4.123441,4.6372967,2
sobs,-3.7441316,5.415696,2
bride,-4.845752,6.1932592,2
stabbed,-2.9176626,5.0864387,2
slinging,-3.3155668,6.823457,2
lzym,-5.3428946,7.916987,2
epfxelmjqb,-3.4484465,4.16927,2
medicaremonday,-3.5942583,4.581676,2
sepa,-4.7311177,5.406413,2
asst,-3.4253795,6.4674525,2
bioweapon,-2.407032,3.2759225,2
biblically,-3.8324256,5.973283,2
jxjacobsen,-4.0355034,4.1630206,2
brad_polumbo,-4.199197,4.6932893,2
ceos,-2.9412892,4.9932227,2
barnes,-3.530554,6.800133,2
dhhfkdg,-3.268047,4.6012917,2
nursesleadwell,-2.843767,3.8841503,2
lanerodrigs,-4.600462,6.244706,2
eerjzfod,-2.7561727,4.6943765,2
nzdrama_llama,-3.8820379,4.80041,2
ldv,-3.5104663,3.240012,2
robertbtracy,-3.4241285,6.518243,2
akc,-3.351755,3.3098722,2
toothless,-2.681928,4.0857644,2
francescatututu,-4.312427,4.4954624,2
bershodm,-4.7917504,8.467192,2
uwuo,-4.5690627,6.003089,2
etwgezikch,-2.6628406,4.2080374,2
simplified,-3.3710866,4.7333555,2
accomplic,-4.614975,6.012307,2
bottles,-4.662287,8.194284,2
almos,-2.649661,3.9498298,2
newjersey,-3.3530176,6.8634295,2
jrv,-4.6856923,6.5429783,2
msi,-3.1695237,3.750354,2
ogjezrk,-3.8745458,3.8472786,2
synopsis,-5.119162,6.6913223,2
stellablue,-2.6792183,3.713658,2
intimate,-3.0727005,6.6657476,2
alisonainswort,-4.749475,7.4815106,2
evolving,-2.691904,3.733374,2
monopoly,-3.5762858,5.5629177,2
trbanderas,-3.8596532,4.7226543,2
sarajust,-4.29763,5.2231307,2
starknightz,-2.7438297,6.2199354,2
repugnantly,-3.8788924,4.641809,2
hurdle,-3.353925,5.1841874,2
doha,-3.861828,7.0485315,2
incri,-3.3131027,6.852512,2
pricing,-2.3599596,3.8374712,2
ayc,-4.362858,6.775459,2
judici,-4.1492004,5.1038227,2
nakashimae,-2.8546705,6.7214236,2
realtrumpforce,-3.3552945,5.400537,2
repfinkenauer,-4.5720124,7.275091,2
texqpxhnex,-2.8092604,4.240904,2
boltontestimony,-3.0977864,3.5829709,2
freezi,-2.964718,5.0434756,2
zelenskys,-4.5441046,6.6120076,2
phvoway,-3.9989772,7.2250924,2
gossip,-2.8370092,4.020391,2
figuring,-3.4542427,4.973777,2
austin_sykes,-5.268968,6.9583516,2
perpetually,-3.5260255,6.3912334,2
reaffirmation,-3.7725375,4.729791,2
backf,-2.9285579,4.5802436,2
houseintelcomm,-3.9380293,4.3841295,2
owvyywbznp,-3.9361925,4.7258725,2
compa,-2.6258411,3.395845,2
uxo,-3.892689,4.6635075,2
nax,-4.54853,9.3557825,2
teddybear,-3.6788933,4.0701227,2
noexoneration,-3.9385552,4.1848135,2
zuesse,-3.0247147,3.4832866,2
buffywicks,-3.5924418,4.8726516,2
lqx,-3.5631366,6.156651,2
gpv,-4.258334,6.9103503,2
crusty,-4.9064975,8.319942,2
gontaik,-4.6881633,5.417094,2
donaidjtrummp,-3.7570524,4.0735683,2
ahs,-3.7249947,7.2142687,2
secgenescalia,-4.872301,6.879419,2
klitenic,-2.3690832,5.240566,2
edokeefe,-3.0009935,4.7952805,2
awfu,-3.6276371,3.7758973,2
kirkpatrick,-2.7722106,5.380631,2
corny,-4.354955,5.9292054,2
prgckfif,-3.080551,3.894478,2
presidentobama,-2.6289792,6.667531,2
dxknt,-3.7959604,4.2664504,2
inju,-2.7073147,5.3424635,2
immaculate,-3.4885058,7.499823,2
verifiably,-3.8440619,4.0734773,2
faken,-3.9835505,5.16094,2
srmex,-4.052136,5.5915575,2
vide,-4.163327,4.64083,2
shortchanged,-3.4599679,4.0827184,2
barrier,-2.845084,3.2891057,2
opines,-4.3951297,4.791905,2
dash,-3.235679,6.228951,2
gopfather,-2.957483,5.2579923,2
inoculating,-3.0304422,6.9558163,2
usdol,-4.8275876,6.991939,2
southwesttn,-4.7678776,6.8834157,2
xqbjjtl,-2.663075,3.2871,2
annromney,-4.201121,4.939517,2
drbe,-4.1325607,5.9019732,2
xvr,-4.192001,5.9769173,2
beccarosen,-3.023992,5.0316935,2
jqemy,-3.4555275,5.0579033,2
iywe,-3.29035,5.184862,2
napolitan,-4.0102243,4.8318152,2
yjyfnya,-4.2849355,5.7835803,2
dolphindemvoter,-3.2323751,3.6072817,2
goaled,-4.35386,6.4424267,2
firstha,-4.817623,9.008838,2
drdonnademocrat,-4.187975,4.500837,2
theresi,-4.5266433,5.80789,2
pouting,-2.8263092,4.5410004,2
vxroxel,-3.6019294,4.340483,2
baculumking,-4.654922,5.2494726,2
valerieplame,-4.343303,5.4746604,2
michaelcburgess,-2.9407651,4.159307,2
repstevechabot,-3.8549292,3.9131749,2
conservingchris,-3.0640886,3.5293233,2
alliemarie,-2.7592819,3.700289,2
entails,-4.1747823,4.6599255,2
quaker,-4.103884,4.9259734,2
mmhoodqs,-2.5930047,3.5889783,2
fortboise,-3.4287653,4.984856,2
arpaio,-3.7641146,4.0649366,2
bill_auclair,-4.7004986,8.521459,2
alzheimer,-4.8535957,5.0647306,2
hwq,-3.3426669,5.311473,2
scf,-3.5341153,7.1036305,2
rocggvmiyy,-4.503271,5.0067534,2
dougandres,-3.247133,5.351145,2
acec,-3.3868284,5.1485424,2
nyluq,-3.4675107,5.339005,2
neilpx,-4.6934085,6.9244366,2
julesnyny,-4.339358,4.874573,2
hveptience,-4.214502,5.4245486,2
bigricanman,-3.438215,4.6659746,2
indepe,-3.275744,5.5460677,2
echoing,-5.0142407,6.5128474,2
szvw,-3.7000685,4.097053,2
rigger,-3.998063,4.1231856,2
hnxmugfuct,-4.1311593,4.2782383,2
ballooned,-3.1822844,7.03136,2
penned,-2.6538908,3.6777487,2
hhooversghost,-2.5893633,4.237384,2
commonwealth,-2.294463,3.3336926,2
nceeovc,-3.5582488,3.981971,2
nas,-2.6615005,3.9736779,2
armsfordirt,-4.601696,7.541295,2
freeholder,-3.0810573,7.584784,2
jengranholm,-3.7422392,3.7525015,2
lott,-4.934021,5.7353497,2
rachelweinerwp,-3.581072,3.893612,2
slavishly,-3.9439602,4.4581666,2
auth,-2.6450272,5.552907,2
ysghzdr,-3.3177454,7.335931,2
hrelpxi,-3.2138777,4.6776133,2
bsavl,-3.7294726,5.6402817,2
grmq,-4.2979956,7.183775,2
iowademocrats,-4.7173014,5.4339137,2
revival,-2.6192284,4.111234,2
codified,-4.5765634,5.476447,2
anakasparian,-3.4861834,5.501731,2
whereisbernie,-2.9792678,3.4417982,2
egsophie,-3.1716695,6.4241185,2
boondoggle,-2.817877,4.1634727,2
syrian,-3.273322,5.7147293,2
overreaction,-2.621678,4.2794685,2
wpvsli,-3.6075885,5.4421477,2
remar,-2.8968322,5.3515015,2
pdp,-3.5930572,7.1696377,2
luckypuk,-4.837339,8.904173,2
blinderlaw,-5.0763493,8.430165,2
pgeoz,-4.468333,7.347226,2
gatiss,-4.5960975,7.2101283,2
ysao,-4.7126756,7.5010095,2
bjv,-4.4235787,5.4223294,2
yscddkv,-4.864242,7.176109,2
qdcsujl,-2.8857121,4.651601,2
dulqqspczi,-3.7753932,4.5937977,2
buttress,-2.5943239,4.627817,2
wbp,-4.1481605,4.285098,2
vindicates,-2.6348436,3.53399,2
geotus_potus,-2.6379507,3.9899642,2
mph,-3.1980627,8.2561,2
saintbrothel,-4.3794956,4.4768896,2
gvvlakyrvo,-3.0214045,6.1844926,2
julietsirkin,-3.952985,7.6068025,2
catastrophes,-2.7302341,3.446598,2
chai,-3.1549728,4.462212,2
markdavis,-3.3250659,3.7943437,2
frekb,-2.660841,3.4495685,2
profess,-4.0244417,5.4731274,2
wantonly,-4.9429793,6.043549,2
givi,-4.7370453,5.474293,2
undesclosed,-2.7771506,4.07199,2
xihcaam,-3.8237174,7.3328857,2
yya,-3.6480625,8.094362,2
costumes,-3.5583797,4.326431,2
maryerin,-4.5698147,5.5971236,2
vqq,-5.059376,7.696593,2
kdwit,-4.58095,8.246107,2
kattimpf,-3.751718,5.1207414,2
lynched,-2.546422,3.5186036,2
iike,-3.5313203,3.9611776,2
torrance,-2.7399552,4.4492435,2
marchforlife,-2.7852564,3.655037,2
forma,-2.3354094,4.350029,2
junecasagrande,-4.757892,7.26729,2
cabin,-3.282031,3.4212844,2
inaba,-3.5260127,4.0222306,2
hijacking,-4.265241,7.984727,2
ditched,-3.0786016,6.0942388,2
ignite,-2.5929556,3.9876766,2
sbuhc,-4.2993364,6.4769664,2
royalty,-3.4237385,4.0856133,2
mindyanns,-2.632472,3.7930365,2
neoliberal,-4.584141,4.7896695,2
solomonyue,-4.1136456,5.319653,2
completes,-3.5092947,4.978752,2
aabramson,-3.7016826,5.483803,2
relive,-3.672711,4.9598374,2
nowaroniran,-4.8323994,6.403489,2
broadcasts,-3.051996,6.149436,2
dbg,-3.9990945,4.2530103,2
outlook,-3.5622225,4.4229674,2
efiapbsfmg,-4.177284,5.4769588,2
brothermiguel,-4.7147417,5.0988035,2
swaknan,-2.84471,3.4395638,2
okiiknds,-4.6715803,5.8031597,2
olivertraldi,-4.585667,5.2230473,2
nolanfinleydn,-3.843103,3.8980424,2
marketcrash,-3.0722246,6.213053,2
codepink,-4.3005953,8.150077,2
chrisruddynmx,-3.2861965,6.4736776,2
hastert,-3.2940104,3.7797449,2
gawyhwqgxs,-4.7669883,5.182609,2
mdjacksondallas,-4.149466,5.6661954,2
ra_struble,-5.041962,9.041376,2
kebryner,-5.019055,9.311831,2
brucema,-5.1380415,9.11112,2
tracychapmanfa,-2.4811592,3.6026223,2
normals,-4.899445,8.582159,2
purell,-4.3519135,7.786562,2
georgialogcabin,-3.3035517,4.0940785,2
mato,-2.4719932,4.9537807,2
fluffing,-2.748156,3.3985567,2
trumpitc,-3.6750512,4.6704865,2
vedq,-4.549054,5.330743,2
convic,-4.484961,4.8873687,2
yougov,-3.3347037,7.2601,2
zealous,-3.8660853,7.345299,2
trainer,-3.5887542,6.540478,2
jnrjwlwpm,-4.067159,4.969358,2
lvs,-2.8720343,5.7556267,2
madeline,-3.0364199,4.612615,2
fizzles,-2.6752124,7.2293267,2
ukrainescandal,-3.0960326,5.06592,2
mediabias,-2.1435056,5.7526855,2
humour,-2.9962401,6.2846847,2
lexitmovement,-5.1226897,5.828607,2
crackersnatch,-5.120636,5.870029,2
adamschifflies,-4.7226806,6.385185,2
finna,-4.1102777,5.690048,2
ortiz,-4.756938,6.7012625,2
gordonsjones,-4.9623704,5.740238,2
whitepower,-3.8608038,7.132041,2
obamalegacy,-4.952522,7.5186553,2
obamaisafraud,-3.906466,6.667853,2
steeledossier,-3.2664337,4.539134,2
senatequestions,-3.9533513,5.336482,2
compels,-3.3588872,4.2420053,2
eur,-3.1543243,5.5209827,2
dives,-4.582383,6.0194354,2
ukrainehoax,-3.5808227,6.8164873,2
striphervote,-3.1418304,3.7375748,2
petitioning,-4.0732374,5.304666,2
dutifully,-3.9071224,4.1186657,2
uran,-2.4142385,3.4020717,2
cliffw,-3.9633975,3.9566004,2
qti,-4.32873,5.4589424,2
rose_glow,-3.3575866,4.8866105,2
irmpzla,-3.2685757,4.8868794,2
secy,-3.482269,7.187727,2
pdf,-3.46808,6.022396,2
likens,-4.388427,6.7950554,2
fupqxlfx,-4.0171847,4.646422,2
ahammoudmi,-2.7872403,3.5581546,2
grownup,-4.750262,6.9506307,2
roberthyde,-2.8249385,5.0820937,2
robbiegramer,-3.1901598,7.5304737,2
pits,-4.009579,4.7753687,2
establi,-3.3823235,3.981858,2
larryisrael,-3.3997707,5.1904697,2
distressed,-2.6282241,4.7437086,2
jbkcwbslus,-3.038651,4.888753,2
donna_mye,-3.477439,4.0449386,2
rider,-4.1362405,6.9392514,2
octobe,-3.2029417,4.054211,2
jamesmtrev,-3.0153687,4.052187,2
roundtable,-2.7159047,5.1760907,2
spongebob,-3.6268156,6.9572415,2
whinepants,-4.0414486,7.428579,2
lktranslator,-5.010193,5.487499,2
venality,-3.5045624,6.5456686,2
brightise,-3.4701004,5.049367,2
yft,-3.2371607,5.9365277,2
thomas_connor,-4.582539,5.2900486,2
lnkae,-4.9264927,8.397692,2
byt,-4.914746,8.46748,2
giddiness,-3.2823937,3.6037993,2
faction,-4.5168524,5.153945,2
dual,-2.5124247,3.3930666,2
dontdregmebro,-4.1109595,4.938501,2
dma,-3.7387993,5.7224207,2
fwyhcdylqv,-4.308425,5.204369,2
impeachedforli,-3.8904724,6.6413846,2
mobilizingall,-4.4098415,6.088265,2
galgrafix,-2.526194,3.8266206,2
basquerading,-4.656897,6.0292673,2
bridgeth,-3.8228416,4.420333,2
itskrissy,-4.275006,7.422611,2
biatch,-3.9830706,4.5512533,2
karlaliving,-4.3378367,5.306583,2
jct,-3.3475497,3.4290442,2
jonathansimon,-3.0439153,4.467015,2
sections,-4.4785585,4.9487586,2
jrzpu,-4.3220987,4.9768167,2
eileenmdhrita,-3.3679879,4.168334,2
senatortom,-3.1384988,3.4002988,2
dmaais,-3.8014276,4.9254026,2
mspinhead,-4.52257,5.669806,2
ollicow,-4.693706,5.2407165,2
devalues,-2.450651,3.2590084,2
dougjoneshq,-4.8363028,6.386917,2
swags_d,-3.75754,9.501081,2
mulhollandleda,-4.3626356,9.717054,2
marytaylorfrye,-5.0619407,7.609625,2
bitsy,-3.7225244,4.014523,2
vqclgw,-4.2363825,4.933888,2
stardusty,-3.4915013,5.2255483,2
audebm,-2.5793383,4.7429795,2
funnelled,-2.8865242,5.1131663,2
deputies,-2.9110332,5.2725596,2
ynf,-4.7865863,6.309707,2
cqsqrgyjv,-3.3145862,3.969717,2
talkmaster,-2.536132,3.2060647,2
prycmxdxvw,-5.3432837,7.0039654,2
ocmpp,-3.6116242,4.0445547,2
mmcauliff,-4.715726,8.173627,2
bluedotdoc,-4.8763113,5.7547693,2
robyn_chercrew,-3.783526,9.882462,2
thefix,-3.2147536,4.5829163,2
evoke,-4.068348,8.936871,2
jeeneree,-3.687781,11.049091,2
guilliani,-3.1516414,3.8939226,2
bong,-3.4754903,7.3353024,2
jgtifq,-3.6265807,4.3012238,2
bnu,-3.7974236,5.0625734,2
suffice,-4.5755463,6.1883783,2
yipfaqhlge,-2.0432208,4.554008,2
archam,-2.55847,4.124861,2
tuckerj,-3.1222994,3.4806116,2
forgery,-2.8686633,4.286384,2
stevepphill,-4.832396,5.304212,2
robyncherchew,-3.9586256,10.980821,2
doris,-3.9594777,11.094735,2
henseljim,-2.9049325,4.231272,2
sarahgould_sa,-3.8701184,10.746342,2
trishbeme,-3.765951,11.125696,2
ragetweeting,-2.5407417,5.616568,2
blue_tetris,-4.753511,6.023149,2
luixjzgyrf,-3.0469394,4.256012,2
impetus,-3.8604817,5.5037208,2
strictest,-3.6624932,7.4500523,2
azdevnull,-3.4887571,4.5221667,2
chinster,-3.2515237,4.6295934,2
pillaged,-3.2727132,5.3334923,2
onetermtrump,-3.5286474,4.735553,2
turtles,-3.1537375,4.2015996,2
amys_here,-4.0339155,6.7477517,2
acquiring,-3.080767,6.9664497,2
kvhz,-3.4885178,8.922543,2
anerdskull,-4.9641833,5.8736734,2
maryhow,-4.2969136,10.514684,2
youd,-3.9704645,5.2507734,2
dailytrix,-3.6773832,6.6328044,2
tdb,-3.006661,4.8728642,2
timelordjeff,-2.9873986,3.373881,2
mssusanmo,-5.0140224,6.7604613,2
lilitaliangrr,-3.2827375,3.5879097,2
brendaof,-4.5817523,8.672999,2
ammun,-3.713333,7.0288677,2
purposeful,-2.651583,6.8009753,2
irrelevantidiot,-4.12379,7.733538,2
treache,-4.1589804,7.5766845,2
abusedtaxpayer,-3.1860578,3.423508,2
iraqis,-3.819747,5.443165,2
disco,-2.9963803,3.3220158,2
dissipate,-3.1932745,4.7063885,2
rfrp,-4.2923737,5.3597627,2
tattered,-4.5442915,9.71167,2
yxurp,-4.149797,7.9148183,2
ibdjx,-4.85533,9.379241,2
emergence,-3.310717,7.102588,2
mandahl,-3.0198112,4.4739423,2
craigmelvin,-4.2261,5.0206404,2
voteeverydemout,-5.2900667,8.153908,2
mikecasonal,-4.468857,7.5580387,2
liznagy,-2.9250562,8.024814,2
playtime,-4.7769227,6.622158,2
wjdfcsyjfc,-4.2559,6.531267,2
taintedtrum,-4.9261656,6.9402637,2
thang,-3.5253737,5.8724885,2
perps,-2.545924,4.1920333,2
qazgrrrwiy,-3.0178182,4.1428833,2
ulhtnlwh,-2.900952,3.6962419,2
vindicati,-2.7151854,3.4948492,2
epitomizes,-3.2489493,6.133327,2
betterw,-4.660858,10.3238945,2
warriorvulcan,-5.1421227,6.400018,2
robinandriver,-3.707797,5.2783403,2
missil,-3.425226,5.278881,2
gheetar,-4.255546,11.351658,2
beverlybednarc,-4.2834716,11.394695,2
avestige,-4.3109903,11.499763,2
sanesophisticat,-4.287172,11.412746,2
edsteinmann,-2.779051,3.2131388,2
bizarronot,-4.1010756,4.446532,2
forgives,-4.2036276,6.565693,2
darlingdebrn,-4.299694,10.992446,2
impinkestgirl,-4.0196147,11.702724,2
mindylee,-4.1496863,11.194738,2
mikeys_bird,-4.038058,11.713557,2
uges,-3.8405654,4.2285295,2
